,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,imb_sens,gamma,prec_score,matthews_corrcoef,hinge_loss,imb_sens_spec_supp_micro,f1_score,confusion_matrix,log_loss,probability,imb_sens_spec_supp,C,max_iter,imb_spec,imb_spec_micro,kernel,zero_one_loss,y,rec_score,cohen_kappa_score,avg_prec_score,roc_curve,pr_curve,roc_auc_score,hamming_loss,accuracy,imb_report_0.1,bal_report,fbeta_score,imb_report_0.3,imb_sens_micro,X
13,HOS,4,7,0.953280771586038,0.9244081294130218,0.41901408450704225,0.9965217391304347,0.6461862302874495,0.5619280310706518,0.8055878928987195,238,1146,4,330,1150,568,0.7764227642276422,0.9834710743801653,0.9965217391304347,0.41901408450704225,0.8728103579588729,0.5876543209876544,1.7152252964426877,120.46654929577304,0.5809859154929577,0.41901408450704225,[0.99652174 0.41901408],1.0,0.8055878928987195,0.5619280310706518,,"(0.8055878928987195, 0.8055878928987195, None)",0.8055878928987195,"[[1146    4]
 [ 330  238]]",6.714758157328223,True,"(array([0.99652174, 0.41901408]), array([0.41901408, 0.99652174]), array([1150,  568]))",1.0,-1,[0.41901408 0.99652174],0.8055878928987195,rbf,0.19441210710128054,[0 1 1 ... 1 1 1],0.8055878928987195,0.48613912102791523,0.6041720502640431,"(array([0.        , 0.00347826, 1.        ]), array([0.        , 0.41901408, 1.        ]), array([2, 1, 0]))",,0.7077679118187385,0.19441210710128057,0.8055878928987195,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      1.00      0.42      0.87      0.65      0.44      1150
          1       0.98      0.42      1.00      0.59      0.65      0.39       568

avg / total       0.84      0.81      0.61      0.78      0.65      0.43      1718
","              precision    recall  f1-score   support

           0       0.78      1.00      0.87      1150
           1       0.98      0.42      0.59       568

    accuracy                           0.81      1718
   macro avg       0.88      0.71      0.73      1718
weighted avg       0.84      0.81      0.78      1718
",0.8055878928987195,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      1.00      0.42      0.87      0.65      0.49      1150
          1       0.98      0.42      1.00      0.59      0.65      0.35       568

avg / total       0.84      0.81      0.61      0.78      0.65      0.44      1718
",0.8055878928987195,"[[-0.97352    -0.72548597 -0.31415757 ...  0.51881116 -0.49362915
  -0.8290769 ]
 [-1.65991991  0.11690309 -0.44268829 ... -0.2278884  -0.27230934
  -0.34438849]
 [-0.28712009 -0.71816085 -0.44268829 ...  0.60177778 -0.7841114
  -0.64956268]
 ...
 [-0.40193855 -0.30242667 -0.18983284 ... -0.49715054  0.07161225
  -1.06424232]
 [ 1.03891877 -0.69509816  0.04280973 ... -0.04782492  0.81217936
   1.47355777]
 [-0.49644762  2.39002939  2.86653805 ...  0.65767684 -0.19314052
   0.0926839 ]]"
85,HOS,4,8,0.9558266993263931,0.9263747110282683,0.43838028169014087,0.9947826086956522,0.6603734399720004,0.573168187436801,0.810826542491269,249,1144,6,319,1150,568,0.7819548872180451,0.9764705882352941,0.9947826086956522,0.43838028169014087,0.8756218905472636,0.6051032806804375,1.7712743628185907,84.02288732394344,0.5616197183098591,0.43838028169014087,[0.99478261 0.43838028],1.0,0.810826542491269,0.573168187436801,,"(0.810826542491269, 0.810826542491269, None)",0.810826542491269,"[[1144    6]
 [ 319  249]]",6.5338225412867015,True,"(array([0.99478261, 0.43838028]), array([0.43838028, 0.99478261]), array([1150,  568]))",1.0,-1,[0.43838028 0.99478261],0.810826542491269,rbf,0.18917345750873105,[0 1 1 ... 1 1 1],0.810826542491269,0.5033507259164907,0.6137464759797572,"(array([0.        , 0.00521739, 1.        ]), array([0.        , 0.43838028, 1.        ]), array([2, 1, 0]))",,0.7165814451928966,0.18917345750873107,0.810826542491269,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.99      0.44      0.88      0.66      0.46      1150
          1       0.98      0.44      0.99      0.61      0.66      0.41       568

avg / total       0.85      0.81      0.62      0.79      0.66      0.44      1718
","              precision    recall  f1-score   support

           0       0.78      0.99      0.88      1150
           1       0.98      0.44      0.61       568

    accuracy                           0.81      1718
   macro avg       0.88      0.72      0.74      1718
weighted avg       0.85      0.81      0.79      1718
",0.810826542491269,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.99      0.44      0.88      0.66      0.51      1150
          1       0.98      0.44      0.99      0.61      0.66      0.36       568

avg / total       0.85      0.81      0.62      0.79      0.66      0.46      1718
",0.810826542491269,"[[-0.96819432 -0.70786174 -0.3175248  ...  0.50424589 -0.49440998
  -0.80774744]
 [-1.65061896  0.11506383 -0.4502753  ... -0.2280227  -0.2755872
  -0.33925416]
 [-0.28576968 -0.70070587 -0.4502753  ...  0.58560907 -0.78161489
  -0.63423141]
 ...
 [-0.6860119  -0.58409125 -0.33159975 ... -0.30389396  0.47068524
  -0.59504392]
 [-1.42313077 -0.62597046  0.33244342 ...  1.76991383  0.28971566
  -0.21201585]
 [ 0.44202967 -0.00177132  0.29298713 ... -0.20140348 -0.78222947
   0.00182584]]"
76,HOS,4,9,0.9528123086344152,0.9209192163398594,0.44190140845070425,0.9947826086956522,0.6630202379150085,0.5759684773508791,0.8119906868451688,251,1144,6,317,1150,568,0.783025325119781,0.9766536964980544,0.9947826086956522,0.44190140845070425,0.8762926081960934,0.6084848484848485,1.7824495953915787,84.69776995305142,0.5580985915492958,0.44190140845070425,[0.99478261 0.44190141],1.0,0.8119906868451688,0.5759684773508791,,"(0.8119906868451688, 0.8119906868451688, None)",0.8119906868451687,"[[1144    6]
 [ 317  251]]",6.493614419755955,True,"(array([0.99478261, 0.44190141]), array([0.44190141, 0.99478261]), array([1150,  568]))",1.0,-1,[0.44190141 0.99478261],0.8119906868451688,rbf,0.18800931315483116,[0 1 1 ... 1 1 1],0.8119906868451688,0.5069175527235699,0.6161015241442084,"(array([0.        , 0.00521739, 1.        ]), array([0.        , 0.44190141, 1.        ]), array([2, 1, 0]))",,0.7183420085731782,0.1880093131548312,0.8119906868451688,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.99      0.44      0.88      0.66      0.46      1150
          1       0.98      0.44      0.99      0.61      0.66      0.42       568

avg / total       0.85      0.81      0.62      0.79      0.66      0.45      1718
","              precision    recall  f1-score   support

           0       0.78      0.99      0.88      1150
           1       0.98      0.44      0.61       568

    accuracy                           0.81      1718
   macro avg       0.88      0.72      0.74      1718
weighted avg       0.85      0.81      0.79      1718
",0.8119906868451688,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.99      0.44      0.88      0.66      0.51      1150
          1       0.98      0.44      0.99      0.61      0.66      0.37       568

avg / total       0.85      0.81      0.62      0.79      0.66      0.46      1718
",0.8119906868451688,"[[-0.98137486 -0.71259794 -0.31952372 ...  0.50681029 -0.47922392
  -0.81588817]
 [-1.66593865  0.13411669 -0.45519804 ... -0.2113334  -0.26089939
  -0.33283842]
 [-0.29681106 -0.7052352  -0.45519804 ...  0.58660404 -0.76577486
  -0.63698086]
 ...
 [-0.09354228  0.03239379 -0.10733389 ...  0.38834378  0.30287305
   0.83133993]
 [ 2.03707514 -0.27716895  0.62115157 ... -0.13153965 -0.53570942
  -1.28146334]
 [ 0.17088206 -0.4219249  -0.34886308 ... -0.31593754 -0.48667628
   0.47833235]]"
41,HOS,5,0,0.8007731169626454,0.6752124559701526,0.6637323943661971,0.7869565217391304,0.7227230011809554,0.44116342131937697,0.7462165308498254,377,905,245,191,1150,568,0.8257299270072993,0.6061093247588425,0.7869565217391304,0.6637323943661971,0.8058771148708815,0.6336134453781513,2.3402686091509217,3.1154785858005174,0.33626760563380287,0.6637323943661971,[0.78695652 0.66373239],0.01,0.7462165308498254,0.44116342131937697,,"(0.7462165308498254, 0.7462165308498254, None)",0.7462165308498254,"[[905 245]
 [191 377]]",8.76548452243973,True,"(array([0.78695652, 0.66373239]), array([0.66373239, 0.78695652]), array([1150,  568]))",1.0,-1,[0.66373239 0.78695652],0.7462165308498254,rbf,0.2537834691501746,[0 1 1 ... 1 1 1],0.7462165308498254,0.4401014181195191,0.5134701791673044,"(array([0.        , 0.21304348, 1.        ]), array([0.        , 0.66373239, 1.        ]), array([2, 1, 0]))",,0.7253444580526637,0.25378346915017463,0.7462165308498254,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.79      0.66      0.81      0.72      0.53      1150
          1       0.61      0.66      0.79      0.63      0.72      0.52       568

avg / total       0.75      0.75      0.70      0.75      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.83      0.79      0.81      1150
           1       0.61      0.66      0.63       568

    accuracy                           0.75      1718
   macro avg       0.72      0.73      0.72      1718
weighted avg       0.75      0.75      0.75      1718
",0.7462165308498254,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.79      0.66      0.81      0.72      0.54      1150
          1       0.61      0.66      0.79      0.63      0.72      0.50       568

avg / total       0.75      0.75      0.70      0.75      0.72      0.53      1718
",0.7462165308498254,"[[-0.96124935 -0.70490637 -0.32873332 ...  0.50773402 -0.48725301
  -0.81132323]
 [-1.64171999  0.12708282 -0.46935826 ... -0.23209786 -0.26635926
  -0.34028546]
 [-0.28077871 -0.69767168 -0.46935826 ...  0.58993756 -0.77717606
  -0.6368648 ]
 ...
 [ 1.0352313  -0.30686024 -0.0447466  ... -0.06769078 -0.58363021
   0.00520536]
 [-0.96124935 -0.33793958  0.22130244 ...  0.59955288 -0.02299403
   0.84364586]
 [-0.80555149  1.75232207 -0.37298543 ...  0.08419149 -0.34965377
  -0.30969419]]"
50,HOS,5,1,0.7975826699326395,0.6654161904867385,0.6813380281690141,0.7704347826086957,0.7245181264919683,0.43809719656867385,0.7409778812572759,387,886,264,181,1150,568,0.8303655107778819,0.5944700460829493,0.7704347826086957,0.6813380281690141,0.7992783040144339,0.634946677604594,2.4177179918328133,2.967949743918054,0.3186619718309859,0.6813380281690141,[0.77043478 0.68133803],0.01,0.7409778812572759,0.43809719656867385,,"(0.7409778812572759, 0.7409778812572759, None)",0.7409778812572759,"[[886 264]
 [181 387]]",8.946429912373008,True,"(array([0.77043478, 0.68133803]), array([0.68133803, 0.77043478]), array([1150,  568]))",1.0,-1,[0.68133803 0.77043478],0.7409778812572759,rbf,0.2590221187427241,[0 1 1 ... 1 1 1],0.7409778812572759,0.43566353142305414,0.5103901130316391,"(array([0.        , 0.22956522, 1.        ]), array([0.        , 0.68133803, 1.        ]), array([2, 1, 0]))",,0.7258864053888548,0.2590221187427241,0.7409778812572759,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.53      1150
          1       0.59      0.68      0.77      0.63      0.72      0.52       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.53      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.59      0.68      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.73      0.72      1718
weighted avg       0.75      0.74      0.74      1718
",0.7409778812572759,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.54      1150
          1       0.59      0.68      0.77      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.53      1718
",0.7409778812572759,"[[-9.63697183e-01 -6.97200548e-01 -3.13011164e-01 ...  5.13947909e-01
  -4.88934411e-01 -8.12728151e-01]
 [-1.64511010e+00  1.26081560e-01 -4.43796470e-01 ... -2.19455974e-01
  -2.66646584e-01 -3.35871673e-01]
 [-1.23626235e+00 -8.15287110e-02 -3.39168226e-01 ... -1.37966653e-01
   4.69681845e-01  1.18300452e+00]
 ...
 [ 5.34078033e-02 -6.60352042e-01 -2.58016188e-01 ... -7.41046779e-04
  -7.28182307e-01 -1.17712989e-02]
 [ 2.92525286e-01  4.98518478e-01 -2.19415385e-01 ...  5.95437229e-01
  -2.19107863e-01  4.09626974e-02]
 [-2.83334862e-02 -5.09020350e-02  1.05421584e+00 ... -2.34163141e-01
  -6.38708270e-01  4.64315588e-01]]"
68,HOS,5,2,0.7989696876913654,0.6675376854135339,0.6619718309859155,0.7765217391304348,0.7169627029717385,0.42763140630929625,0.7386495925494762,376,893,257,192,1150,568,0.8230414746543778,0.593996840442338,0.7765217391304348,0.6619718309859155,0.7991051454138702,0.6261448792672771,2.2972101449275364,2.9621307612210224,0.3380281690140845,0.6619718309859155,[0.77652174 0.66197183],0.01,0.7386495925494762,0.42763140630929625,,"(0.7386495925494762, 0.7386495925494762, None)",0.7386495925494763,"[[893 257]
 [192 376]]",9.02684289747058,True,"(array([0.77652174, 0.66197183]), array([0.66197183, 0.77652174]), array([1150,  568]))",1.0,-1,[0.66197183 0.77652174],0.7386495925494762,rbf,0.26135040745052385,[0 1 1 ... 1 1 1],0.7386495925494762,0.42615326246252494,0.5049670340418521,"(array([0.        , 0.22347826, 1.        ]), array([0.        , 0.66197183, 1.        ]), array([2, 1, 0]))",,0.7192467850581752,0.26135040745052385,0.7386495925494762,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.78      0.66      0.80      0.72      0.52      1150
          1       0.59      0.66      0.78      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.70      0.74      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.82      0.78      0.80      1150
           1       0.59      0.66      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.72      0.71      1718
weighted avg       0.75      0.74      0.74      1718
",0.7386495925494762,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.78      0.66      0.80      0.72      0.53      1150
          1       0.59      0.66      0.78      0.63      0.72      0.50       568

avg / total       0.75      0.74      0.70      0.74      0.72      0.52      1718
",0.7386495925494762,"[[-0.95516298 -0.7038458  -0.31005739 ...  0.50063908 -0.48441624
  -0.8064    ]
 [-1.63133617  0.12563305 -0.44014564 ... -0.22415256 -0.26704712
  -0.33500511]
 [-0.27898979 -0.69663294 -0.44014564 ...  0.58117148 -0.76971321
  -0.6318093 ]
 ...
 [ 0.08462653 -0.41886393 -0.02503503 ... -0.27962175  1.56184245
  -0.65122711]
 [-1.66856304  0.29748541 -0.23427021 ...  1.25302749  3.16433661
   4.10219698]
 [-1.04459554 -0.51723805 -0.27732961 ...  0.66946305 -0.35274539
   0.87474278]]"
59,HOS,5,3,0.8015829761175751,0.6694369427125257,0.6778169014084507,0.7669565217391304,0.7210104666925582,0.4310528512787645,0.7374854481955763,385,882,268,183,1150,568,0.828169014084507,0.5895865237366003,0.7669565217391304,0.6778169014084507,0.7963882618510159,0.6306306306306306,2.380498930862438,2.9085426739541727,0.32218309859154926,0.6778169014084507,[0.76695652 0.6778169 ],0.01,0.7374854481955763,0.4310528512787645,,"(0.7374854481955763, 0.7374854481955763, None)",0.7374854481955762,"[[882 268]
 [183 385]]",9.067056138658911,True,"(array([0.76695652, 0.6778169 ]), array([0.6778169 , 0.76695652]), array([1150,  568]))",1.0,-1,[0.6778169  0.76695652],0.7374854481955763,rbf,0.26251455180442373,[1 1 1 ... 1 1 1],0.7374854481955763,0.4285455095252494,0.5061509190131617,"(array([0.        , 0.23304348, 1.        ]), array([0.       , 0.6778169, 1.       ]), array([2, 1, 0]))",,0.7223867115737905,0.26251455180442373,0.7374854481955763,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.52      1150
          1       0.59      0.68      0.77      0.63      0.72      0.52       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.59      0.68      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.72      0.71      1718
weighted avg       0.75      0.74      0.74      1718
",0.7374854481955763,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.53      1150
          1       0.59      0.68      0.77      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.52      1718
",0.7374854481955763,"[[-1.65403912  0.12558083 -0.45152486 ... -0.21551598 -0.26642031
  -0.32905694]
 [-0.28824957 -0.70178052 -0.45152486 ...  0.58481244 -0.7701145
  -0.62661591]
 [-1.24430225 -0.08488828 -0.34603042 ... -0.13548313  0.45508758
   1.17624139]
 ...
 [-0.46252654 -0.0934046  -0.18991032 ...  0.60967902 -0.58659059
   1.61034167]
 [ 0.42539668  1.0361167  -0.0417442  ... -0.57168699 -0.37789553
  -0.34418223]
 [ 0.01952789 -0.25958731 -0.24133662 ...  0.49558785  3.69835819
   1.96864824]]"
32,HOS,5,4,0.8001676362522964,0.6679505267354198,0.6901408450704225,0.76,0.724228584256049,0.4343988123147895,0.7369033760186263,392,874,276,176,1150,568,0.8323809523809523,0.5868263473053892,0.76,0.6901408450704225,0.7945454545454546,0.634304207119741,2.4527272727272726,2.875586854460094,0.3098591549295775,0.6901408450704225,[0.76       0.69014085],0.01,0.7369033760186263,0.4343988123147895,,"(0.7369033760186263, 0.7369033760186263, None)",0.7369033760186263,"[[874 276]
 [176 392]]",9.087163922811621,True,"(array([0.76      , 0.69014085]), array([0.69014085, 0.76      ]), array([1150,  568]))",1.0,-1,[0.69014085 0.76      ],0.7369033760186263,rbf,0.2630966239813737,[0 1 1 ... 1 1 1],0.7369033760186263,0.43094240070350287,0.5074375343821202,"(array([0.  , 0.24, 1.  ]), array([0.        , 0.69014085, 1.        ]), array([2, 1, 0]))",,0.7250704225352113,0.2630966239813737,0.7369033760186263,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.76      0.69      0.79      0.72      0.53      1150
          1       0.59      0.69      0.76      0.63      0.72      0.52       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.53      1718
","              precision    recall  f1-score   support

           0       0.83      0.76      0.79      1150
           1       0.59      0.69      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.73      0.71      1718
weighted avg       0.75      0.74      0.74      1718
",0.7369033760186263,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.76      0.69      0.79      0.72      0.54      1150
          1       0.59      0.69      0.76      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.53      1718
",0.7369033760186263,"[[-0.97749158 -0.70006644 -0.31229662 ...  0.52234068 -0.49373608
  -0.79949608]
 [-0.29683307 -0.69285924 -0.44129452 ...  0.60671788 -0.78067579
  -0.62375739]
 [-1.24975499 -0.08024709 -0.3380962  ... -0.15267698  0.44906584
   1.18635103]
 ...
 [ 0.46667499 -0.49141909 -0.09543226 ... -0.03466981 -0.74542406
   0.01288404]
 [-0.79817304 -0.53259667 -0.44129452 ...  0.04783323 -0.96667836
  -0.37460676]
 [ 0.5548809  -0.23464042 -0.11563832 ...  0.0949852  -0.63007072
  -0.35770008]]"
23,HOS,5,5,0.7972382118799755,0.6659494170400261,0.6813380281690141,0.7730434782608696,0.7257437007423331,0.441026152246999,0.7427240977881258,387,889,261,181,1150,568,0.8308411214953271,0.5972222222222222,0.7730434782608696,0.6813380281690141,0.800900900900901,0.6365131578947368,2.4259043958683644,3.002064108790676,0.3186619718309859,0.6813380281690141,[0.77304348 0.68133803],0.01,0.7427240977881258,0.441026152246999,,"(0.7427240977881258, 0.7427240977881258, None)",0.7427240977881258,"[[889 261]
 [181 387]]",8.886116333806639,True,"(array([0.77304348, 0.68133803]), array([0.68133803, 0.77304348]), array([1150,  568]))",1.0,-1,[0.68133803 0.77304348],0.7427240977881258,rbf,0.25727590221187424,[0 1 1 ... 1 1 1],0.7427240977881258,0.43874467833491015,0.5122652752955451,"(array([0.        , 0.22695652, 1.        ]), array([0.        , 0.68133803, 1.        ]), array([2, 1, 0]))",,0.7271907532149418,0.2572759022118743,0.7427240977881258,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.73      0.53      1150
          1       0.60      0.68      0.77      0.64      0.73      0.52       568

avg / total       0.75      0.74      0.71      0.75      0.73      0.53      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.60      0.68      0.64       568

    accuracy                           0.74      1718
   macro avg       0.71      0.73      0.72      1718
weighted avg       0.75      0.74      0.75      1718
",0.7427240977881258,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.73      0.54      1150
          1       0.60      0.68      0.77      0.64      0.73      0.51       568

avg / total       0.75      0.74      0.71      0.75      0.73      0.53      1718
",0.7427240977881258,"[[-0.96342067 -0.7120603  -0.31351339 ...  0.51672202 -0.48488649
  -0.82645734]
 [-1.64074642  0.12302537 -0.44390306 ... -0.21481977 -0.26152238
  -0.3452591 ]
 [-0.28609493 -0.70479868 -0.44390306 ...  0.59800445 -0.77805189
  -0.64823577]
 ...
 [ 1.26241151 -0.65133874  0.08080354 ... -0.34514927 -0.83268457
   0.33291156]
 [-0.8510455  -0.56790093 -0.28026393 ...  0.35415718  0.46866306
   0.44179178]
 [-0.07539155 -0.35517477  0.43599221 ...  0.48362311 -0.01230663
   0.53537951]]"
5,HOS,5,6,0.7973675750153092,0.6732740886787523,0.6795774647887324,0.7669565217391304,0.7219462366732461,0.43263128282819396,0.7380675203725262,386,882,268,182,1150,568,0.8289473684210527,0.5902140672782875,0.7669565217391304,0.6795774647887324,0.7967479674796748,0.6317512274959084,2.3935785953177255,2.9160973302501576,0.3204225352112676,0.6795774647887324,[0.76695652 0.67957746],0.01,0.7380675203725262,0.43263128282819396,,"(0.7380675203725262, 0.7380675203725262, None)",0.7380675203725262,"[[882 268]
 [182 386]]",9.04695207789354,True,"(array([0.76695652, 0.67957746]), array([0.67957746, 0.76695652]), array([1150,  568]))",1.0,-1,[0.67957746 0.76695652],0.7380675203725262,rbf,0.2619324796274738,[0 1 1 ... 1 1 1],0.7380675203725262,0.4300572375579821,0.5070333157285144,"(array([0.        , 0.23304348, 1.        ]), array([0.        , 0.67957746, 1.        ]), array([2, 1, 0]))",,0.7232669932639315,0.2619324796274738,0.7380675203725262,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.53      1150
          1       0.59      0.68      0.77      0.63      0.72      0.52       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.59      0.68      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.72      0.71      1718
weighted avg       0.75      0.74      0.74      1718
",0.7380675203725262,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.53      1150
          1       0.59      0.68      0.77      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.71      0.74      0.72      0.53      1718
",0.7380675203725262,"[[-0.9731331  -0.70157668 -0.33233143 ...  0.5129142  -0.48483417
  -0.81098269]
 [-1.65627354  0.13026539 -0.47302229 ... -0.23152535 -0.26713644
  -0.33588757]
 [-0.28999265 -0.69434327 -0.47302229 ...  0.5956297  -0.77056244
  -0.63502154]
 ...
 [-0.83650501  0.3737154   1.43927676 ...  1.09192274  0.68061511
  -0.45287296]
 [ 0.75141865 -0.27539498  0.13219139 ... -0.11756277 -0.55548608
   0.00416943]
 [-0.14550718 -0.50278511 -0.188734   ...  0.15826761 -0.79816589
   0.15224994]]"
14,HOS,5,7,0.7998966625842009,0.6752146699554487,0.676056338028169,0.7739130434782608,0.7233317483189495,0.4372813715857613,0.7415599534342259,384,890,260,184,1150,568,0.8286778398510242,0.5962732919254659,0.7739130434782608,0.676056338028169,0.8003597122302157,0.6336633663366337,2.3890359168241964,2.9902491874322856,0.323943661971831,0.676056338028169,[0.77391304 0.67605634],0.01,0.7415599534342259,0.4372813715857613,,"(0.7415599534342259, 0.7415599534342259, None)",0.7415599534342259,"[[890 260]
 [184 384]]",8.926323989913966,True,"(array([0.77391304, 0.67605634]), array([0.67605634, 0.77391304]), array([1150,  568]))",1.0,-1,[0.67605634 0.77391304],0.7415599534342259,rbf,0.25844004656577413,[0 1 1 ... 1 1 1],0.7415599534342259,0.43523328338140965,0.5102156187619211,"(array([0.        , 0.22608696, 1.        ]), array([0.        , 0.67605634, 1.        ]), array([2, 1, 0]))",,0.7249846907532148,0.25844004656577413,0.7415599534342259,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.53      1150
          1       0.60      0.68      0.77      0.63      0.72      0.52       568

avg / total       0.75      0.74      0.71      0.75      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.60      0.68      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.72      0.72      1718
weighted avg       0.75      0.74      0.75      1718
",0.7415599534342259,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.68      0.80      0.72      0.54      1150
          1       0.60      0.68      0.77      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.71      0.75      0.72      0.53      1718
",0.7415599534342259,"[[-0.97352    -0.72548597 -0.31415757 ...  0.51881116 -0.49362915
  -0.8290769 ]
 [-1.65991991  0.11690309 -0.44268829 ... -0.2278884  -0.27230934
  -0.34438849]
 [-0.28712009 -0.71816085 -0.44268829 ...  0.60177778 -0.7841114
  -0.64956268]
 ...
 [-0.40193855 -0.30242667 -0.18983284 ... -0.49715054  0.07161225
  -1.06424232]
 [ 1.03891877 -0.69509816  0.04280973 ... -0.04782492  0.81217936
   1.47355777]
 [-0.49644762  2.39002939  2.86653805 ...  0.65767684 -0.19314052
   0.0926839 ]]"
86,HOS,5,8,0.798867881200245,0.6691748932175753,0.670774647887324,0.768695652173913,0.7180679323152326,0.4266833955316571,0.7363213038416764,381,884,266,187,1150,568,0.8253968253968254,0.58887171561051,0.768695652173913,0.670774647887324,0.7960378208014408,0.6271604938271604,2.3348616600790515,2.899965582971513,0.329225352112676,0.670774647887324,[0.76869565 0.67077465],0.01,0.7363213038416764,0.4266833955316571,,"(0.7363213038416764, 0.7363213038416764, None)",0.7363213038416764,"[[884 266]
 [187 381]]",9.107263329342825,True,"(array([0.76869565, 0.67077465]), array([0.67077465, 0.76869565]), array([1150,  568]))",1.0,-1,[0.67077465 0.76869565],0.7363213038416764,rbf,0.2636786961583236,[0 1 1 ... 1 1 1],0.7363213038416764,0.42452923664833353,0.5038477147790833,"(array([0.        , 0.23130435, 1.        ]), array([0.        , 0.67077465, 1.        ]), array([2, 1, 0]))",,0.7197351500306185,0.2636786961583236,0.7363213038416764,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.67      0.80      0.72      0.52      1150
          1       0.59      0.67      0.77      0.63      0.72      0.51       568

avg / total       0.75      0.74      0.70      0.74      0.72      0.52      1718
","              precision    recall  f1-score   support

           0       0.83      0.77      0.80      1150
           1       0.59      0.67      0.63       568

    accuracy                           0.74      1718
   macro avg       0.71      0.72      0.71      1718
weighted avg       0.75      0.74      0.74      1718
",0.7363213038416764,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.77      0.67      0.80      0.72      0.53      1150
          1       0.59      0.67      0.77      0.63      0.72      0.50       568

avg / total       0.75      0.74      0.70      0.74      0.72      0.52      1718
",0.7363213038416764,"[[-0.96819432 -0.70786174 -0.3175248  ...  0.50424589 -0.49440998
  -0.80774744]
 [-1.65061896  0.11506383 -0.4502753  ... -0.2280227  -0.2755872
  -0.33925416]
 [-0.28576968 -0.70070587 -0.4502753  ...  0.58560907 -0.78161489
  -0.63423141]
 ...
 [-0.6860119  -0.58409125 -0.33159975 ... -0.30389396  0.47068524
  -0.59504392]
 [-1.42313077 -0.62597046  0.33244342 ...  1.76991383  0.28971566
  -0.21201585]
 [ 0.44202967 -0.00177132  0.29298713 ... -0.20140348 -0.78222947
   0.00182584]]"
