id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,y,min_samples_leaf,log_loss,rec_score,imb_spec,class_weight,hamming_loss,cohen_kappa_score,n_estimators,imb_report_0.3,min_samples_split,X,zero_one_loss,matthews_corrcoef,imb_sens,roc_curve,pr_curve,imb_report_0.1,criterion,max_features,avg_prec_score,fbeta_score,accuracy,roc_auc_score,imb_sens_spec_supp_micro,hinge_loss,confusion_matrix,imb_sens_spec_supp,imb_sens_micro,bal_report,f1_score,imb_spec_micro,prec_score
CVS,0,4,0.762023249738767,0.8225172101645075,0.7385057471264368,0.65,0.692841060873404,0.3845185074943336,0.704225352112676,257,143,77,91,220,348,0.6111111111111112,0.7694610778443114,0.65,0.7385057471264368,0.629955947136564,0.7536656891495601,2.4857142857142858,2.110016420361248,0.2614942528735632,0.7385057471264368,[0 0 1 ... 0 0 0],5,10.215802822794226,0.704225352112676,[0.73850575 0.65      ],,0.29577464788732394,0.3840115678578806,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.61      0.65      0.74      0.63      0.69      0.47       220
          1       0.77      0.74      0.65      0.75      0.69      0.49       348

avg / total       0.71      0.70      0.68      0.71      0.69      0.48       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.295774647887324,0.3845185074943336,[0.65       0.73850575],"(array([0.  , 0.35, 1.  ]), array([0.        , 0.73850575, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.61      0.65      0.74      0.63      0.69      0.48       220
          1       0.77      0.74      0.65      0.75      0.69      0.48       348

avg / total       0.71      0.70      0.68      0.71      0.69      0.48       568
",gini,,0.7284626957837603,0.704225352112676,0.704225352112676,0.6942528735632183,"(0.704225352112676, 0.704225352112676, None)",,"[[143  77]
 [ 91 257]]","(array([0.65      , 0.73850575]), array([0.73850575, 0.65      ]), array([220, 348], dtype=int32))",0.704225352112676,"              precision    recall  f1-score   support

           0       0.61      0.65      0.63       220
           1       0.77      0.74      0.75       348

    accuracy                           0.70       568
   macro avg       0.69      0.69      0.69       568
weighted avg       0.71      0.70      0.71       568
",0.704225352112676,0.704225352112676,0.704225352112676
CVS,1,4,0.7870036572622778,0.8294010619789938,0.75,0.6909090909090909,0.7198484689028783,0.4350639678682199,0.727112676056338,261,152,68,87,220,348,0.6359832635983264,0.7933130699088146,0.6909090909090909,0.75,0.6623093681917211,0.7710487444608566,2.7636363636363637,2.4264705882352944,0.25,0.75,[0 0 1 ... 0 0 0],5,9.425289989148606,0.727112676056338,[0.75       0.69090909],,0.272887323943662,0.4340156346430776,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.69      0.75      0.66      0.72      0.51       220
          1       0.79      0.75      0.69      0.77      0.72      0.53       348

avg / total       0.73      0.73      0.71      0.73      0.72      0.52       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.272887323943662,0.4350639678682199,[0.69090909 0.75      ],"(array([0.        , 0.30909091, 1.        ]), array([0.  , 0.75, 1.  ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.69      0.75      0.66      0.72      0.52       220
          1       0.79      0.75      0.69      0.77      0.72      0.52       348

avg / total       0.73      0.73      0.71      0.73      0.72      0.52       568
",gini,,0.7481538165161179,0.727112676056338,0.727112676056338,0.7204545454545455,"(0.727112676056338, 0.727112676056338, None)",,"[[152  68]
 [ 87 261]]","(array([0.69090909, 0.75      ]), array([0.75      , 0.69090909]), array([220, 348], dtype=int32))",0.727112676056338,"              precision    recall  f1-score   support

           0       0.64      0.69      0.66       220
           1       0.79      0.75      0.77       348

    accuracy                           0.73       568
   macro avg       0.71      0.72      0.72       568
weighted avg       0.73      0.73      0.73       568
",0.727112676056338,0.727112676056338,0.727112676056338
CVS,2,4,0.7834508881922676,0.8417723753830778,0.7701149425287356,0.6545454545454545,0.7099825597222216,0.42329144718959416,0.7253521126760564,268,144,76,80,220,348,0.6428571428571429,0.7790697674418605,0.6545454545454545,0.7701149425287356,0.6486486486486486,0.7745664739884394,2.8472727272727267,2.2292800967937083,0.22988505747126442,0.7701149425287356,[0 0 1 ... 0 0 0],5,9.486108956004863,0.7253521126760564,[0.77011494 0.65454545],,0.2746478873239437,0.4232451572589043,10,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.65      0.77      0.65      0.71      0.49       220
          1       0.78      0.77      0.65      0.77      0.71      0.52       348

avg / total       0.73      0.73      0.70      0.73      0.71      0.51       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.27464788732394363,0.42329144718959416,[0.65454545 0.77011494],"(array([0.        , 0.34545455, 1.        ]), array([0.        , 0.77011494, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.65      0.77      0.65      0.71      0.50       220
          1       0.78      0.77      0.65      0.77      0.71      0.51       348

avg / total       0.73      0.73      0.70      0.73      0.71      0.51       568
",gini,,0.740818339601899,0.7253521126760564,0.7253521126760564,0.712330198537095,"(0.7253521126760564, 0.7253521126760564, None)",,"[[144  76]
 [ 80 268]]","(array([0.65454545, 0.77011494]), array([0.77011494, 0.65454545]), array([220, 348], dtype=int32))",0.7253521126760564,"              precision    recall  f1-score   support

           0       0.64      0.65      0.65       220
           1       0.78      0.77      0.77       348

    accuracy                           0.73       568
   macro avg       0.71      0.71      0.71       568
weighted avg       0.73      0.73      0.73       568
",0.7253521126760564,0.7253521126760564,0.7253521126760564
CVS,3,4,0.82076802507837,0.8681986337991204,0.7873563218390804,0.6863636363636364,0.7351277087495538,0.47182866886661956,0.7482394366197183,274,151,69,74,220,348,0.6711111111111111,0.7988338192419825,0.6863636363636364,0.7873563218390804,0.6786516853932585,0.793053545586107,3.227764127764128,2.510411460936199,0.21264367816091956,0.7873563218390804,[0 0 1 ... 0 0 0],5,8.695598937843155,0.7482394366197183,[0.78735632 0.68636364],,0.2517605633802817,0.471748178980229,100,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.69      0.79      0.68      0.74      0.52       220
          1       0.80      0.79      0.69      0.79      0.74      0.56       348

avg / total       0.75      0.75      0.73      0.75      0.74      0.54       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.25176056338028174,0.47182866886661956,[0.68636364 0.78735632],"(array([0.        , 0.31363636, 1.        ]), array([0.        , 0.78735632, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.69      0.79      0.68      0.74      0.53       220
          1       0.80      0.79      0.69      0.79      0.74      0.55       348

avg / total       0.75      0.75      0.73      0.75      0.74      0.54       568
",gini,,0.7592485478198772,0.7482394366197184,0.7482394366197183,0.7368599791013584,"(0.7482394366197183, 0.7482394366197183, None)",,"[[151  69]
 [ 74 274]]","(array([0.68636364, 0.78735632]), array([0.78735632, 0.68636364]), array([220, 348], dtype=int32))",0.7482394366197183,"              precision    recall  f1-score   support

           0       0.67      0.69      0.68       220
           1       0.80      0.79      0.79       348

    accuracy                           0.75       568
   macro avg       0.73      0.74      0.74       568
weighted avg       0.75      0.75      0.75       568
",0.7482394366197184,0.7482394366197183,0.7482394366197183
CVS,4,4,0.7361219958202717,0.7916407371567006,0.735632183908046,0.6181818181818182,0.6743548331266985,0.3516163783307769,0.6901408450704225,256,136,84,92,220,348,0.5964912280701754,0.7529411764705882,0.6181818181818182,0.735632183908046,0.607142857142857,0.7441860465116279,2.3383399209486164,1.9266557197591678,0.26436781609195403,0.735632183908046,[0 0 1 ... 0 0 0],5,10.702274316352845,0.6901408450704225,[0.73563218 0.61818182],,0.30985915492957744,0.35146356653518795,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.60      0.62      0.74      0.61      0.67      0.44       220
          1       0.75      0.74      0.62      0.74      0.67      0.47       348

avg / total       0.69      0.69      0.66      0.69      0.67      0.46       568
",50,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.3098591549295775,0.3516163783307769,[0.61818182 0.73563218],"(array([0.        , 0.38181818, 1.        ]), array([0.        , 0.73563218, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.60      0.62      0.74      0.61      0.67      0.45       220
          1       0.75      0.74      0.62      0.74      0.67      0.46       348

avg / total       0.69      0.69      0.66      0.69      0.67      0.46       568
",gini,,0.7158595929872678,0.6901408450704225,0.6901408450704225,0.6769070010449321,"(0.6901408450704225, 0.6901408450704225, None)",,"[[136  84]
 [ 92 256]]","(array([0.61818182, 0.73563218]), array([0.73563218, 0.61818182]), array([220, 348], dtype=int32))",0.6901408450704225,"              precision    recall  f1-score   support

           0       0.60      0.62      0.61       220
           1       0.75      0.74      0.74       348

    accuracy                           0.69       568
   macro avg       0.67      0.68      0.68       568
weighted avg       0.69      0.69      0.69       568
",0.6901408450704225,0.6901408450704225,0.6901408450704225
CVS,5,4,0.7676789446185998,0.8103291550537581,0.75,0.65,0.6982120021884471,0.39695263170671063,0.7112676056338029,261,143,77,87,220,348,0.6217391304347826,0.772189349112426,0.65,0.75,0.6355555555555555,0.7609329446064139,2.6,2.142857142857143,0.25,0.75,[0 0 1 ... 0 0 0],5,9.972572003111756,0.7112676056338029,[0.75 0.65],,0.2887323943661972,0.39668393782383415,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.65      0.75      0.64      0.70      0.47       220
          1       0.77      0.75      0.65      0.76      0.70      0.50       348

avg / total       0.71      0.71      0.69      0.71      0.70      0.49       568
",50,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.28873239436619713,0.39695263170671063,[0.65 0.75],"(array([0.  , 0.35, 1.  ]), array([0.  , 0.75, 1.  ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.65      0.75      0.64      0.70      0.48       220
          1       0.77      0.75      0.65      0.76      0.70      0.49       348

avg / total       0.71      0.71      0.69      0.71      0.70      0.49       568
",gini,,0.7323110259188265,0.7112676056338029,0.7112676056338029,0.7,"(0.7112676056338029, 0.7112676056338029, None)",,"[[143  77]
 [ 87 261]]","(array([0.65, 0.75]), array([0.75, 0.65]), array([220, 348], dtype=int32))",0.7112676056338029,"              precision    recall  f1-score   support

           0       0.62      0.65      0.64       220
           1       0.77      0.75      0.76       348

    accuracy                           0.71       568
   macro avg       0.70      0.70      0.70       568
weighted avg       0.71      0.71      0.71       568
",0.7112676056338029,0.7112676056338029,0.7112676056338029
CVS,6,4,0.7791274817136887,0.8381281064434909,0.7327586206896551,0.6863636363636364,0.709181832447331,0.4124528114828857,0.7147887323943662,255,151,69,93,220,348,0.6188524590163934,0.7870370370370371,0.6863636363636364,0.7327586206896551,0.6508620689655172,0.7589285714285714,2.5683284457478,2.3363318340829586,0.26724137931034486,0.7327586206896551,[0 0 1 ... 0 0 0],5,9.850945331334882,0.7147887323943662,[0.73275862 0.68636364],,0.2852112676056338,0.4108789182544561,10,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.69      0.73      0.65      0.71      0.50       220
          1       0.79      0.73      0.69      0.76      0.71      0.51       348

avg / total       0.72      0.71      0.70      0.72      0.71      0.50       568
",50,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.28521126760563376,0.4124528114828857,[0.68636364 0.73275862],"(array([0.        , 0.31363636, 1.        ]), array([0.        , 0.73275862, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.69      0.73      0.65      0.71      0.50       220
          1       0.79      0.73      0.69      0.76      0.71      0.51       348

avg / total       0.72      0.71      0.70      0.72      0.71      0.50       568
",gini,,0.7404405680571295,0.7147887323943662,0.7147887323943662,0.7095611285266458,"(0.7147887323943662, 0.7147887323943662, None)",,"[[151  69]
 [ 93 255]]","(array([0.68636364, 0.73275862]), array([0.73275862, 0.68636364]), array([220, 348], dtype=int32))",0.7147887323943662,"              precision    recall  f1-score   support

           0       0.62      0.69      0.65       220
           1       0.79      0.73      0.76       348

    accuracy                           0.71       568
   macro avg       0.70      0.71      0.70       568
weighted avg       0.72      0.71      0.72       568
",0.7147887323943662,0.7147887323943662,0.7147887323943662
CVS,7,4,0.7912225705329153,0.8462933942478076,0.7614942528735632,0.6545454545454545,0.7059975933959532,0.4137572593994195,0.7200704225352113,265,144,76,83,220,348,0.6343612334801763,0.7771260997067448,0.6545454545454545,0.7614942528735632,0.6442953020134228,0.7692307692307693,2.7443592552026286,2.204325468844525,0.2385057471264368,0.7614942528735632,[0 0 1 ... 0 0 0],5,9.668532070766714,0.7200704225352113,[0.76149425 0.65454545],,0.27992957746478875,0.41361936422189893,100,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.63      0.65      0.76      0.64      0.71      0.48       220
          1       0.78      0.76      0.65      0.77      0.71      0.51       348

avg / total       0.72      0.72      0.70      0.72      0.71      0.50       568
",50,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.27992957746478875,0.4137572593994195,[0.65454545 0.76149425],"(array([0.        , 0.34545455, 1.        ]), array([0.        , 0.76149425, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.63      0.65      0.76      0.64      0.71      0.49       220
          1       0.78      0.76      0.65      0.77      0.71      0.50       348

avg / total       0.72      0.72      0.70      0.72      0.71      0.50       568
",gini,,0.7379038192481141,0.7200704225352111,0.7200704225352113,0.7080198537095089,"(0.7200704225352113, 0.7200704225352113, None)",,"[[144  76]
 [ 83 265]]","(array([0.65454545, 0.76149425]), array([0.76149425, 0.65454545]), array([220, 348], dtype=int32))",0.7200704225352113,"              precision    recall  f1-score   support

           0       0.63      0.65      0.64       220
           1       0.78      0.76      0.77       348

    accuracy                           0.72       568
   macro avg       0.71      0.71      0.71       568
weighted avg       0.72      0.72      0.72       568
",0.7200704225352113,0.7200704225352113,0.7200704225352113
CVS,8,4,0.7204349529780565,0.7776469281950731,0.6551724137931034,0.6363636363636364,0.6456995428885793,0.2850566622498716,0.647887323943662,228,140,80,120,220,348,0.5384615384615384,0.7402597402597403,0.6363636363636364,0.6551724137931034,0.5833333333333334,0.6951219512195121,1.8454545454545452,1.8017241379310345,0.3448275862068966,0.6551724137931034,[0 0 1 ... 0 0 0],50,12.161653603479847,0.647887323943662,[0.65517241 0.63636364],,0.352112676056338,0.28210313447927204,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.64      0.66      0.58      0.65      0.41       220
          1       0.74      0.66      0.64      0.70      0.65      0.42       348

avg / total       0.66      0.65      0.64      0.65      0.65      0.42       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.352112676056338,0.2850566622498716,[0.63636364 0.65517241],"(array([0.        , 0.36363636, 1.        ]), array([0.        , 0.65517241, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.64      0.66      0.58      0.65      0.42       220
          1       0.74      0.66      0.64      0.70      0.65      0.42       348

avg / total       0.66      0.65      0.64      0.65      0.65      0.42       568
",gini,,0.6962653664936327,0.647887323943662,0.647887323943662,0.6457680250783698,"(0.647887323943662, 0.647887323943662, None)",,"[[140  80]
 [120 228]]","(array([0.63636364, 0.65517241]), array([0.65517241, 0.63636364]), array([220, 348], dtype=int32))",0.647887323943662,"              precision    recall  f1-score   support

           0       0.54      0.64      0.58       220
           1       0.74      0.66      0.70       348

    accuracy                           0.65       568
   macro avg       0.64      0.65      0.64       568
weighted avg       0.66      0.65      0.65       568
",0.647887323943662,0.647887323943662,0.647887323943662
CVS,9,4,0.7301528213166144,0.7833527553731575,0.7040229885057471,0.6363636363636364,0.6693389492993156,0.33514182611240007,0.6778169014084507,245,140,80,103,220,348,0.5761316872427984,0.7538461538461538,0.6363636363636364,0.7040229885057471,0.6047516198704104,0.7280832095096581,2.1500441306266547,1.9360632183908044,0.29597701149425293,0.7040229885057471,[0 0 1 ... 0 0 0],50,11.127922619829349,0.6778169014084507,[0.70402299 0.63636364],,0.3221830985915493,0.33396555259380756,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.58      0.64      0.70      0.60      0.67      0.44       220
          1       0.75      0.70      0.64      0.73      0.67      0.46       348

avg / total       0.69      0.68      0.66      0.68      0.67      0.45       568
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.32218309859154926,0.33514182611240007,[0.63636364 0.70402299],"(array([0.        , 0.36363636, 1.        ]), array([0.        , 0.70402299, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.58      0.64      0.70      0.60      0.67      0.44       220
          1       0.75      0.70      0.64      0.73      0.67      0.45       348

avg / total       0.69      0.68      0.66      0.68      0.67      0.45       568
",gini,,0.7120630502733465,0.6778169014084507,0.6778169014084507,0.6701933124346918,"(0.6778169014084507, 0.6778169014084507, None)",,"[[140  80]
 [103 245]]","(array([0.63636364, 0.70402299]), array([0.70402299, 0.63636364]), array([220, 348], dtype=int32))",0.6778169014084507,"              precision    recall  f1-score   support

           0       0.58      0.64      0.60       220
           1       0.75      0.70      0.73       348

    accuracy                           0.68       568
   macro avg       0.66      0.67      0.67       568
weighted avg       0.69      0.68      0.68       568
",0.6778169014084507,0.6778169014084507,0.6778169014084507
