id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,imb_spec,cohen_kappa_score,accuracy,prec_score,bal_report,imb_sens_spec_supp,momentum,y,X,alpha,imb_report_0.1,activation,avg_prec_score,imb_sens,imb_spec_micro,tol,matthews_corrcoef,warm_start,confusion_matrix,zero_one_loss,log_loss,rec_score,learning_rate_init,imb_sens_spec_supp_micro,roc_curve,power_t,learning_rate,max_iter,hinge_loss,batch_size,hidden_layer_sizes,solver,imb_report_0.3,fbeta_score,hamming_loss,f1_score,roc_auc_score,pr_curve,imb_sens_micro
CVS,0,9,0.684693095055513,0.8190138179035609,0.5964391691394659,0.6910112359550562,0.6419861115624459,0.2734122771059738,0.629126213592233,201,123,55,136,178,337,0.4749034749034749,0.78515625,0.6910112359550562,0.5964391691394659,0.5629290617848971,0.6779089376053963,1.7122851949768674,1.930294038305908,0.40356083086053407,0.5964391691394659,[0.59643917 0.69101124],0.2595840452838142,0.629126213592233,0.629126213592233,"              precision    recall  f1-score   support

           0       0.47      0.69      0.56       178
           1       0.79      0.60      0.68       337

    accuracy                           0.63       515
   macro avg       0.63      0.64      0.62       515
weighted avg       0.68      0.63      0.64       515
","(array([0.69101124, 0.59643917]), array([0.59643917, 0.69101124]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.69      0.60      0.56      0.64      0.42       178
          1       0.79      0.60      0.69      0.68      0.64      0.41       337

avg / total       0.68      0.63      0.66      0.64      0.64      0.41       515
",logistic,0.7323756112975714,[0.69101124 0.59643917],0.629126213592233,0.0001,0.2734122771059738,False,"[[123  55]
 [136 201]]",0.370873786407767,12.80961217337204,0.629126213592233,0.001,"(0.629126213592233, 0.629126213592233, None)","(array([0.        , 0.30898876, 1.        ]), array([0.        , 0.59643917, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(1,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.69      0.60      0.56      0.64      0.42       178
          1       0.79      0.60      0.69      0.68      0.64      0.40       337

avg / total       0.68      0.63      0.66      0.64      0.64      0.41       515
",0.629126213592233,0.37087378640776697,0.629126213592233,0.6437252025472611,,0.629126213592233
CVS,1,9,0.6921448337945522,0.8185016610904683,0.6320474777448071,0.651685393258427,0.6417913283086033,0.270497114320435,0.6388349514563106,213,116,62,124,178,337,0.48333333333333334,0.7745454545454545,0.651685393258427,0.6320474777448071,0.5550239234449761,0.696078431372549,1.7711127220007248,1.814587919977027,0.3679525222551929,0.6320474777448071,[0.63204748 0.65168539],0.2621890164060694,0.6388349514563106,0.6388349514563106,"              precision    recall  f1-score   support

           0       0.48      0.65      0.56       178
           1       0.77      0.63      0.70       337

    accuracy                           0.64       515
   macro avg       0.63      0.64      0.63       515
weighted avg       0.67      0.64      0.65       515
","(array([0.65168539, 0.63204748]), array([0.63204748, 0.65168539]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.65      0.63      0.56      0.64      0.41       178
          1       0.77      0.63      0.65      0.70      0.64      0.41       337

avg / total       0.67      0.64      0.64      0.65      0.64      0.41       515
",logistic,0.730326199973286,[0.65168539 0.63204748],0.6388349514563106,0.0001,0.270497114320435,False,"[[116  62]
 [124 213]]",0.36116504854368936,12.474295115522443,0.6388349514563106,0.001,"(0.6388349514563106, 0.6388349514563106, None)","(array([0.        , 0.34831461, 1.        ]), array([0.        , 0.63204748, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(10,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.65      0.63      0.56      0.64      0.41       178
          1       0.77      0.63      0.65      0.70      0.64      0.41       337

avg / total       0.67      0.64      0.64      0.65      0.64      0.41       515
",0.6388349514563106,0.3611650485436893,0.6388349514563106,0.641866435501617,,0.6388349514563106
CVS,2,9,0.6880938885740006,0.8153236089722011,0.6261127596439169,0.6573033707865169,0.6415185323951248,0.2699988578162845,0.6368932038834951,211,117,61,126,178,337,0.48148148148148145,0.7757352941176471,0.6573033707865169,0.6261127596439169,0.5558194774346793,0.6929392446633826,1.7580256821829856,1.8270175609281512,0.3738872403560831,0.6261127596439169,[0.62611276 0.65730337],0.26093763190005137,0.6368932038834951,0.6368932038834951,"              precision    recall  f1-score   support

           0       0.48      0.66      0.56       178
           1       0.78      0.63      0.69       337

    accuracy                           0.64       515
   macro avg       0.63      0.64      0.62       515
weighted avg       0.67      0.64      0.65       515
","(array([0.65730337, 0.62611276]), array([0.62611276, 0.65730337]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.66      0.63      0.56      0.64      0.41       178
          1       0.78      0.63      0.66      0.69      0.64      0.41       337

avg / total       0.67      0.64      0.65      0.65      0.64      0.41       515
",logistic,0.7303579599279428,[0.65730337 0.62611276],0.6368932038834951,0.0001,0.2699988578162845,False,"[[117  61]
 [126 211]]",0.36310679611650487,12.54135914813891,0.6368932038834951,0.001,"(0.6368932038834951, 0.6368932038834951, None)","(array([0.        , 0.34269663, 1.        ]), array([0.        , 0.62611276, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(50,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.66      0.63      0.56      0.64      0.42       178
          1       0.78      0.63      0.66      0.69      0.64      0.41       337

avg / total       0.67      0.64      0.65      0.65      0.64      0.41       515
",0.6368932038834952,0.36310679611650487,0.6368932038834951,0.6417080652152167,,0.6368932038834951
CVS,3,9,0.6897109325509286,0.8184501589967028,0.6112759643916914,0.651685393258427,0.6311573632970019,0.2503231477156424,0.625242718446602,206,116,62,131,178,337,0.46963562753036436,0.7686567164179104,0.651685393258427,0.6112759643916914,0.5458823529411765,0.6809917355371902,1.6764731109014497,1.7549535751890497,0.3887240356083086,0.6112759643916914,[0.61127596 0.65168539],0.2409292592960296,0.625242718446602,0.625242718446602,"              precision    recall  f1-score   support

           0       0.47      0.65      0.55       178
           1       0.77      0.61      0.68       337

    accuracy                           0.63       515
   macro avg       0.62      0.63      0.61       515
weighted avg       0.67      0.63      0.63       515
","(array([0.65168539, 0.61127596]), array([0.61127596, 0.65168539]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.65      0.61      0.55      0.63      0.40       178
          1       0.77      0.61      0.65      0.68      0.63      0.40       337

avg / total       0.67      0.63      0.64      0.63      0.63      0.40       515
",logistic,0.7242303076533441,[0.65168539 0.61127596],0.625242718446602,0.0001,0.2503231477156424,False,"[[116  62]
 [131 206]]",0.37475728155339805,12.9437542121523,0.625242718446602,0.001,"(0.625242718446602, 0.625242718446602, None)","(array([0.        , 0.34831461, 1.        ]), array([0.        , 0.61127596, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(5, 5)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.65      0.61      0.55      0.63      0.40       178
          1       0.77      0.61      0.65      0.68      0.63      0.39       337

avg / total       0.67      0.63      0.64      0.63      0.63      0.40       515
",0.625242718446602,0.37475728155339805,0.625242718446602,0.6314806788250592,,0.625242718446602
CVS,4,9,0.6891441336311805,0.8171015627020362,0.629080118694362,0.6460674157303371,0.6375171892366512,0.26231227214211394,0.6349514563106796,212,115,63,125,178,337,0.4791666666666667,0.7709090909090909,0.6460674157303371,0.629080118694362,0.5502392344497608,0.6928104575163399,1.7417977528089887,1.7774009702793085,0.370919881305638,0.629080118694362,[0.62908012 0.64606742],0.2542555649695756,0.6349514563106796,0.6349514563106796,"              precision    recall  f1-score   support

           0       0.48      0.65      0.55       178
           1       0.77      0.63      0.69       337

    accuracy                           0.63       515
   macro avg       0.63      0.64      0.62       515
weighted avg       0.67      0.63      0.64       515
","(array([0.64606742, 0.62908012]), array([0.62908012, 0.64606742]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.65      0.63      0.55      0.64      0.41       178
          1       0.77      0.63      0.65      0.69      0.64      0.41       337

avg / total       0.67      0.63      0.64      0.64      0.64      0.41       515
",logistic,0.7276820290135954,[0.64606742 0.62908012],0.6349514563106796,0.0001,0.26231227214211394,False,"[[115  63]
 [125 212]]",0.3650485436893204,12.608427838604486,0.6349514563106796,0.001,"(0.6349514563106796, 0.6349514563106796, None)","(array([0.        , 0.35393258, 1.        ]), array([0.        , 0.62908012, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(10, 10)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.48      0.65      0.63      0.55      0.64      0.41       178
          1       0.77      0.63      0.65      0.69      0.64      0.40       337

avg / total       0.67      0.63      0.64      0.64      0.64      0.41       515
",0.6349514563106796,0.3650485436893204,0.6349514563106796,0.6375737672123496,,0.6349514563106796
CVS,5,9,0.6824759110459108,0.8019084202831741,1.0,0.0,0.0,inf,0.654368932038835,337,0,178,0,178,337,0.0,0.654368932038835,0.0,1.0,0.0,0.7910798122065729,inf,1.0,0.0,1.0,[1. 0.],0.0,0.654368932038835,0.654368932038835,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00       178
           1       0.65      1.00      0.79       337

    accuracy                           0.65       515
   macro avg       0.33      0.50      0.40       515
weighted avg       0.43      0.65      0.52       515
","(array([0., 1.]), array([1., 0.]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       178
          1       0.65      1.00      0.00      0.79      0.00      0.00       337

avg / total       0.43      0.65      0.35      0.52      0.00      0.00       515
",logistic,0.654368932038835,[0. 1.],0.654368932038835,0.0001,0.0,False,"[[  0 178]
 [  0 337]]",0.34563106796116505,11.937950537158596,0.654368932038835,0.001,"(0.654368932038835, 0.654368932038835, None)","(array([0., 1.]), array([0., 1.]), array([2, 1]))",0.5,constant,1000,,auto,"(5, 5, 5)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       178
          1       0.65      1.00      0.00      0.79      0.00      0.00       337

avg / total       0.43      0.65      0.35      0.52      0.00      0.00       515
",0.654368932038835,0.34563106796116505,0.654368932038835,0.5,,0.654368932038835
CVS,6,9,0.6833427799819958,0.8176606896452598,0.5608308605341247,0.7303370786516854,0.6399965408501858,0.2778253903857945,0.6194174757281553,189,130,48,148,178,337,0.4676258992805755,0.7974683544303798,0.7303370786516854,0.5608308605341247,0.5701754385964912,0.6585365853658537,1.6629972669298514,2.0797477744807122,0.4391691394658753,0.5608308605341247,[0.56083086 0.73033708],0.25709491285916164,0.6194174757281553,0.6194174757281553,"              precision    recall  f1-score   support

           0       0.47      0.73      0.57       178
           1       0.80      0.56      0.66       337

    accuracy                           0.62       515
   macro avg       0.63      0.65      0.61       515
weighted avg       0.68      0.62      0.63       515
","(array([0.73033708, 0.56083086]), array([0.56083086, 0.73033708]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.73      0.56      0.57      0.64      0.42       178
          1       0.80      0.56      0.73      0.66      0.64      0.40       337

avg / total       0.68      0.62      0.67      0.63      0.64      0.41       515
",logistic,0.7346235042406213,[0.73033708 0.56083086],0.6194174757281553,0.0001,0.2778253903857945,False,"[[130  48]
 [148 189]]",0.3805825242718447,13.144929231221639,0.6194174757281553,0.001,"(0.6194174757281553, 0.6194174757281553, None)","(array([0.        , 0.26966292, 1.        ]), array([0.        , 0.56083086, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(1,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.47      0.73      0.56      0.57      0.64      0.43       178
          1       0.80      0.56      0.73      0.66      0.64      0.39       337

avg / total       0.68      0.62      0.67      0.63      0.64      0.40       515
",0.6194174757281553,0.38058252427184464,0.6194174757281553,0.645583969592905,,0.6194174757281553
CVS,7,9,0.8015536958623679,0.8828407980439767,0.7299703264094956,0.6853932584269663,0.7073307151345828,0.4011068671778908,0.7145631067961165,246,122,56,91,178,337,0.5727699530516432,0.8145695364238411,0.6853932584269663,0.7299703264094956,0.6240409207161126,0.7699530516431925,2.5382145943943697,2.3202628232301823,0.27002967359050445,0.7299703264094956,[0.72997033 0.68539326],0.39695069979368636,0.7145631067961165,0.7145631067961165,"              precision    recall  f1-score   support

           0       0.57      0.69      0.62       178
           1       0.81      0.73      0.77       337

    accuracy                           0.71       515
   macro avg       0.69      0.71      0.70       515
weighted avg       0.73      0.71      0.72       515
","(array([0.68539326, 0.72997033]), array([0.72997033, 0.68539326]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.57      0.69      0.73      0.62      0.71      0.50       178
          1       0.81      0.73      0.69      0.77      0.71      0.50       337

avg / total       0.73      0.71      0.70      0.72      0.71      0.50       515
",logistic,0.7713106195127564,[0.68539326 0.72997033],0.7145631067961165,0.0001,0.4011068671778908,False,"[[122  56]
 [ 91 246]]",0.28543689320388355,9.858727975743612,0.7145631067961165,0.001,"(0.7145631067961165, 0.7145631067961165, None)","(array([0.        , 0.31460674, 1.        ]), array([0.        , 0.72997033, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(10,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.57      0.69      0.73      0.62      0.71      0.49       178
          1       0.81      0.73      0.69      0.77      0.71      0.51       337

avg / total       0.73      0.71      0.70      0.72      0.71      0.50       515
",0.7145631067961165,0.2854368932038835,0.7145631067961165,0.707681792418231,,0.7145631067961165
CVS,8,9,0.8512986363484814,0.9130921459296557,0.8071216617210683,0.7528089887640449,0.7794924258578738,0.5468763134289604,0.7883495145631068,272,134,44,65,178,337,0.6733668341708543,0.8607594936708861,0.7528089887640449,0.8071216617210683,0.7108753315649867,0.8330781010719756,3.9030250648228173,3.265173995144321,0.19287833827893175,0.8071216617210683,[0.80712166 0.75280899],0.5447689176148114,0.7883495145631068,0.7883495145631068,"              precision    recall  f1-score   support

           0       0.67      0.75      0.71       178
           1       0.86      0.81      0.83       337

    accuracy                           0.79       515
   macro avg       0.77      0.78      0.77       515
weighted avg       0.80      0.79      0.79       515
","(array([0.75280899, 0.80712166]), array([0.80712166, 0.75280899]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.75      0.81      0.71      0.78      0.60       178
          1       0.86      0.81      0.75      0.83      0.78      0.61       337

avg / total       0.80      0.79      0.77      0.79      0.78      0.61       515
",logistic,0.8209512251068407,[0.75280899 0.80712166],0.7883495145631068,0.0001,0.5468763134289604,False,"[[134  44]
 [ 65 272]]",0.21165048543689324,7.3102171054994045,0.7883495145631068,0.001,"(0.7883495145631068, 0.7883495145631068, None)","(array([0.        , 0.24719101, 1.        ]), array([0.        , 0.80712166, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(50,)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.75      0.81      0.71      0.78      0.60       178
          1       0.86      0.81      0.75      0.83      0.78      0.62       337

avg / total       0.80      0.79      0.77      0.79      0.78      0.61       515
",0.7883495145631068,0.21165048543689322,0.7883495145631068,0.7799653252425566,,0.7883495145631068
CVS,9,9,0.753375787683793,0.8573533261180579,0.6528189910979229,0.702247191011236,0.6770821979178786,0.33833369786060025,0.6699029126213593,220,125,53,117,178,337,0.5165289256198347,0.8058608058608059,0.702247191011236,0.6528189910979229,0.5952380952380952,0.721311475409836,2.022711994622107,2.192486422932647,0.34718100890207715,0.6528189910979229,[0.65281899 0.70224719],0.3273042997203184,0.6699029126213593,0.6699029126213593,"              precision    recall  f1-score   support

           0       0.52      0.70      0.60       178
           1       0.81      0.65      0.72       337

    accuracy                           0.67       515
   macro avg       0.66      0.68      0.66       515
weighted avg       0.71      0.67      0.68       515
","(array([0.70224719, 0.65281899]), array([0.65281899, 0.70224719]), array([178, 337], dtype=int32))",0.9,[1 1 1 ... 0 0 0],"[[-1.00677611 -0.69024273 -0.28875752 ...  0.33277237 -0.44010983
  -0.71608346]
 [-0.3581941  -0.68283047 -0.41819272 ... -0.86838213 -0.72726593
  -0.54454102]
 [ 0.93896991 -0.74954082 -0.10754823 ... -0.59383253  0.10685419
  -0.47592405]
 ...
 [ 0.30751903 -0.72567252 -0.33977187 ... -0.38187722 -0.69931577
  -1.28368383]
 [-0.28643618  0.18022488 -0.32878145 ... -0.72526582 -0.9687447
   2.53920809]
 [-0.01679994 -0.58101342 -0.30601555 ... -0.13619087  0.86584465
   0.01514522]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.70      0.65      0.60      0.68      0.46       178
          1       0.81      0.65      0.70      0.72      0.68      0.46       337

avg / total       0.71      0.67      0.69      0.68      0.68      0.46       515
",logistic,0.7532657042668278,[0.70224719 0.65281899],0.6699029126213593,0.0001,0.33833369786060025,False,"[[125  53]
 [117 220]]",0.33009708737864074,11.401231778249741,0.6699029126213593,0.001,"(0.6699029126213593, 0.6699029126213593, None)","(array([0.        , 0.29775281, 1.        ]), array([0.        , 0.65281899, 1.        ]), array([2, 1, 0]))",0.5,constant,1000,,auto,"(5, 5)",adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.70      0.65      0.60      0.68      0.47       178
          1       0.81      0.65      0.70      0.72      0.68      0.45       337

avg / total       0.71      0.67      0.69      0.68      0.68      0.46       515
",0.6699029126213593,0.3300970873786408,0.6699029126213593,0.6775330910545795,,0.6699029126213593
