id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,pr_curve,y,alpha,cohen_kappa_score,imb_spec_micro,activation,roc_curve,hamming_loss,rec_score,imb_sens,imb_report_0.3,zero_one_loss,warm_start,momentum,imb_spec,confusion_matrix,accuracy,solver,fbeta_score,imb_sens_spec_supp_micro,imb_sens_spec_supp,max_iter,prec_score,avg_prec_score,bal_report,imb_report_0.1,hidden_layer_sizes,learning_rate_init,f1_score,learning_rate,X,tol,imb_sens_micro,power_t,matthews_corrcoef,log_loss,batch_size,hinge_loss,roc_auc_score
CVS,0,3,0.7494791927070312,0.6205007923227751,0.6497175141242938,0.7109144542772862,0.6796275244485521,0.34772794074855734,0.689922480620155,115,241,98,62,339,177,0.7953795379537953,0.539906103286385,0.7109144542772862,0.6497175141242938,0.7507788161993769,0.5897435897435898,2.0295461033399946,2.2474922172258736,0.3502824858757062,0.6497175141242938,,[0 1 1 ... 1 1 1],1.0,0.3439183712392122,0.689922480620155,logistic,"(array([0.        , 0.28908555, 1.        ]), array([0.        , 0.64971751, 1.        ]), array([2, 1, 0]))",0.31007751937984496,0.689922480620155,[0.71091445 0.64971751],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.65      0.75      0.68      0.47       339
          1       0.54      0.65      0.71      0.59      0.68      0.45       177

avg / total       0.71      0.69      0.67      0.70      0.68      0.46       516
",0.31007751937984496,False,0.9,[0.64971751 0.71091445],"[[241  98]
 [ 62 115]]",0.689922480620155,adam,0.689922480620155,"(0.689922480620155, 0.689922480620155, None)","(array([0.71091445, 0.64971751]), array([0.64971751, 0.71091445]), array([339, 177]))",1000,0.689922480620155,0.47094149004745417,"              precision    recall  f1-score   support

           0       0.80      0.71      0.75       339
           1       0.54      0.65      0.59       177

    accuracy                           0.69       516
   macro avg       0.67      0.68      0.67       516
weighted avg       0.71      0.69      0.70       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.65      0.75      0.68      0.46       339
          1       0.54      0.65      0.71      0.59      0.68      0.46       177

avg / total       0.71      0.69      0.67      0.70      0.68      0.46       516
","(1,)",0.001,0.689922480620155,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.689922480620155,0.5,0.34772794074855734,10.709849968476489,auto,,0.68031598420079
CVS,1,3,0.7561621918904055,0.6407387216973124,0.672316384180791,0.6814159292035398,0.6768508651433621,0.33829795044981503,0.6782945736434108,119,231,108,58,339,177,0.7993079584775087,0.5242290748898678,0.6814159292035398,0.672316384180791,0.7356687898089173,0.5891089108910891,2.0794934391211473,2.110326428123038,0.327683615819209,0.672316384180791,,[0 1 1 ... 1 1 1],1.0,0.3313662123553932,0.6782945736434108,logistic,"(array([0.        , 0.31858407, 1.        ]), array([0.        , 0.67231638, 1.        ]), array([2, 1, 0]))",0.32170542635658916,0.6782945736434108,[0.68141593 0.67231638],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.68      0.67      0.74      0.68      0.46       339
          1       0.52      0.67      0.68      0.59      0.68      0.46       177

avg / total       0.70      0.68      0.68      0.69      0.68      0.46       516
",0.32170542635658916,False,0.9,[0.67231638 0.68141593],"[[231 108]
 [ 58 119]]",0.6782945736434108,adam,0.6782945736434107,"(0.6782945736434108, 0.6782945736434108, None)","(array([0.68141593, 0.67231638]), array([0.67231638, 0.68141593]), array([339, 177]))",1000,0.6782945736434108,0.4648508968875908,"              precision    recall  f1-score   support

           0       0.80      0.68      0.74       339
           1       0.52      0.67      0.59       177

    accuracy                           0.68       516
   macro avg       0.66      0.68      0.66       516
weighted avg       0.70      0.68      0.69       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.68      0.67      0.74      0.68      0.46       339
          1       0.52      0.67      0.68      0.59      0.68      0.46       177

avg / total       0.70      0.68      0.68      0.69      0.68      0.46       516
","(10,)",0.001,0.6782945736434108,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6782945736434108,0.5,0.33829795044981503,11.111479143561306,auto,,0.6768661566921654
CVS,2,3,0.7596620168991549,0.6407888705588745,0.6836158192090396,0.6784660766961652,0.6810360804143875,0.3458170154654238,0.6802325581395349,121,230,109,56,339,177,0.8041958041958042,0.5260869565217391,0.6784660766961652,0.6836158192090396,0.736,0.5945945945945945,2.144437420986094,2.126107914787747,0.3163841807909604,0.6836158192090396,,[0 1 1 ... 1 1 1],1.0,0.337905935050392,0.6802325581395349,logistic,"(array([0.        , 0.32153392, 1.        ]), array([0.        , 0.68361582, 1.        ]), array([2, 1, 0]))",0.31976744186046513,0.6802325581395349,[0.67846608 0.68361582],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.68      0.68      0.74      0.68      0.46       339
          1       0.53      0.68      0.68      0.59      0.68      0.46       177

avg / total       0.71      0.68      0.68      0.69      0.68      0.46       516
",0.31976744186046513,False,0.9,[0.68361582 0.67846608],"[[230 109]
 [ 56 121]]",0.6802325581395349,adam,0.680232558139535,"(0.6802325581395349, 0.6802325581395349, None)","(array([0.67846608, 0.68361582]), array([0.68361582, 0.67846608]), array([339, 177]))",1000,0.6802325581395349,0.46816849754074474,"              precision    recall  f1-score   support

           0       0.80      0.68      0.74       339
           1       0.53      0.68      0.59       177

    accuracy                           0.68       516
   macro avg       0.67      0.68      0.67       516
weighted avg       0.71      0.68      0.69       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.68      0.68      0.74      0.68      0.46       339
          1       0.53      0.68      0.68      0.59      0.68      0.46       177

avg / total       0.71      0.68      0.68      0.69      0.68      0.46       516
","(50,)",0.001,0.6802325581395349,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6802325581395349,0.5,0.3458170154654238,11.044545080000297,auto,,0.6810409479526024
CVS,3,3,0.7507124643767811,0.6229120787941002,0.632768361581921,0.6932153392330384,0.6623026003496779,0.3136858042126157,0.6724806201550387,112,235,104,65,339,177,0.7833333333333333,0.5185185185185185,0.6932153392330384,0.632768361581921,0.7355242566510172,0.5699745547073791,1.8876786929884277,2.0625814863103002,0.36723163841807904,0.632768361581921,,[0 1 1 ... 1 1 1],1.0,0.30967987080839743,0.6724806201550387,logistic,"(array([0.        , 0.30678466, 1.        ]), array([0.        , 0.63276836, 1.        ]), array([2, 1, 0]))",0.32751937984496127,0.6724806201550387,[0.69321534 0.63276836],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.69      0.63      0.74      0.66      0.45       339
          1       0.52      0.63      0.69      0.57      0.66      0.43       177

avg / total       0.69      0.67      0.65      0.68      0.66      0.44       516
",0.32751937984496127,False,0.9,[0.63276836 0.69321534],"[[235 104]
 [ 65 112]]",0.6724806201550387,adam,0.6724806201550387,"(0.6724806201550387, 0.6724806201550387, None)","(array([0.69321534, 0.63276836]), array([0.63276836, 0.69321534]), array([339, 177]))",1000,0.6724806201550387,0.4540711056609099,"              precision    recall  f1-score   support

           0       0.78      0.69      0.74       339
           1       0.52      0.63      0.57       177

    accuracy                           0.67       516
   macro avg       0.65      0.66      0.65       516
weighted avg       0.69      0.67      0.68       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.69      0.63      0.74      0.66      0.44       339
          1       0.52      0.63      0.69      0.57      0.66      0.44       177

avg / total       0.69      0.67      0.65      0.68      0.66      0.44       516
","(5, 5)",0.001,0.6724806201550387,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6724806201550387,0.5,0.3136858042126157,11.312279784636909,auto,,0.6629918504074797
CVS,4,3,0.7505624718764061,0.625271721090922,0.6497175141242938,0.6902654867256637,0.6696846841022974,0.32635215829605796,0.6763565891472868,115,234,105,62,339,177,0.7905405405405406,0.5227272727272727,0.6902654867256637,0.6497175141242938,0.7370078740157481,0.579345088161209,1.9705966314587495,2.0976594027441484,0.3502824858757062,0.6497175141242938,,[0 1 1 ... 1 1 1],1.0,0.3213306870806162,0.6763565891472868,logistic,"(array([0.        , 0.30973451, 1.        ]), array([0.        , 0.64971751, 1.        ]), array([2, 1, 0]))",0.3236434108527132,0.6763565891472868,[0.69026549 0.64971751],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.69      0.65      0.74      0.67      0.45       339
          1       0.52      0.65      0.69      0.58      0.67      0.44       177

avg / total       0.70      0.68      0.66      0.68      0.67      0.45       516
",0.3236434108527132,False,0.9,[0.64971751 0.69026549],"[[234 105]
 [ 62 115]]",0.6763565891472868,adam,0.6763565891472869,"(0.6763565891472868, 0.6763565891472868, None)","(array([0.69026549, 0.64971751]), array([0.64971751, 0.69026549]), array([339, 177]))",1000,0.6763565891472868,0.4597801029610253,"              precision    recall  f1-score   support

           0       0.79      0.69      0.74       339
           1       0.52      0.65      0.58       177

    accuracy                           0.68       516
   macro avg       0.66      0.67      0.66       516
weighted avg       0.70      0.68      0.68       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.69      0.65      0.74      0.67      0.45       339
          1       0.52      0.65      0.69      0.58      0.67      0.45       177

avg / total       0.70      0.68      0.66      0.68      0.67      0.45       516
","(10, 10)",0.001,0.6763565891472868,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6763565891472868,0.5,0.32635215829605796,11.17841010790747,auto,,0.6699915004249787
CVS,5,3,0.7134809926170358,0.5811203888614861,0.0,1.0,0.0,inf,0.6569767441860465,0,339,0,177,339,177,0.6569767441860465,0.0,1.0,0.0,0.7929824561403509,0.0,1.0,inf,1.0,0.0,,[0 1 1 ... 1 1 1],1.0,0.0,0.6569767441860465,logistic,"(array([0., 1.]), array([0., 1.]), array([1, 0]))",0.3430232558139535,0.6569767441860465,[1. 0.],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      1.00      0.00      0.79      0.00      0.00       339
          1       0.00      0.00      1.00      0.00      0.00      0.00       177

avg / total       0.43      0.66      0.34      0.52      0.00      0.00       516
",0.34302325581395354,False,0.9,[0. 1.],"[[339   0]
 [177   0]]",0.6569767441860465,adam,0.6569767441860465,"(0.6569767441860465, 0.6569767441860465, None)","(array([1., 0.]), array([0., 1.]), array([339, 177]))",1000,0.6569767441860465,0.3430232558139535,"              precision    recall  f1-score   support

           0       0.66      1.00      0.79       339
           1       0.00      0.00      0.00       177

    accuracy                           0.66       516
   macro avg       0.33      0.50      0.40       516
weighted avg       0.43      0.66      0.52       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      1.00      0.00      0.79      0.00      0.00       339
          1       0.00      0.00      1.00      0.00      0.00      0.00       177

avg / total       0.43      0.66      0.34      0.52      0.00      0.00       516
","(5, 5, 5)",0.001,0.6569767441860465,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6569767441860465,0.5,0.0,11.847603530812385,auto,,0.5
CVS,6,3,0.7466626668666566,0.592215211395223,0.6666666666666666,0.7079646017699115,0.6870053865727263,0.360267465232471,0.6937984496124031,118,240,99,59,339,177,0.802675585284281,0.543778801843318,0.7079646017699115,0.6666666666666666,0.7523510971786833,0.598984771573604,2.1238938053097343,2.2828282828282824,0.33333333333333337,0.6666666666666666,,[0 1 1 ... 1 1 1],0.1,0.3554385465585125,0.6937984496124031,logistic,"(array([0.       , 0.2920354, 1.       ]), array([0.        , 0.66666667, 1.        ]), array([2, 1, 0]))",0.3062015503875969,0.6937984496124031,[0.7079646  0.66666667],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.67      0.75      0.69      0.48       339
          1       0.54      0.67      0.71      0.60      0.69      0.47       177

avg / total       0.71      0.69      0.68      0.70      0.69      0.47       516
",0.3062015503875969,False,0.9,[0.66666667 0.7079646 ],"[[240  99]
 [ 59 118]]",0.6937984496124031,adam,0.6937984496124031,"(0.6937984496124031, 0.6937984496124031, None)","(array([0.7079646 , 0.66666667]), array([0.66666667, 0.7079646 ]), array([339, 177]))",1000,0.6937984496124031,0.4768602865001964,"              precision    recall  f1-score   support

           0       0.80      0.71      0.75       339
           1       0.54      0.67      0.60       177

    accuracy                           0.69       516
   macro avg       0.67      0.69      0.68       516
weighted avg       0.71      0.69      0.70       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.67      0.75      0.69      0.47       339
          1       0.54      0.67      0.71      0.60      0.69      0.47       177

avg / total       0.71      0.69      0.68      0.70      0.69      0.47       516
","(1,)",0.001,0.6937984496124031,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.6937984496124031,0.5,0.360267465232471,10.575980291747047,auto,,0.6873156342182891
CVS,7,3,0.8299251704081463,0.7441880989115744,0.7062146892655368,0.7935103244837758,0.7485911081720814,0.4892690554278895,0.7635658914728682,125,269,70,52,339,177,0.838006230529595,0.6410256410256411,0.7935103244837758,0.7062146892655368,0.8151515151515151,0.6720430107526884,2.700987066031314,3.420096852300242,0.29378531073446323,0.7062146892655368,,[0 1 1 ... 1 1 1],0.1,0.4878703568116367,0.7635658914728682,logistic,"(array([0.        , 0.20648968, 1.        ]), array([0.        , 0.70621469, 1.        ]), array([2, 1, 0]))",0.2364341085271318,0.7635658914728682,[0.79351032 0.70621469],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.84      0.79      0.71      0.82      0.75      0.58       339
          1       0.64      0.71      0.79      0.67      0.75      0.55       177

avg / total       0.77      0.76      0.74      0.77      0.75      0.56       516
",0.23643410852713176,False,0.9,[0.70621469 0.79351032],"[[269  70]
 [ 52 125]]",0.7635658914728682,adam,0.7635658914728682,"(0.7635658914728682, 0.7635658914728682, None)","(array([0.79351032, 0.70621469]), array([0.70621469, 0.79351032]), array([339, 177]))",1000,0.7635658914728682,0.5534769176866142,"              precision    recall  f1-score   support

           0       0.84      0.79      0.82       339
           1       0.64      0.71      0.67       177

    accuracy                           0.76       516
   macro avg       0.74      0.75      0.74       516
weighted avg       0.77      0.76      0.77       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.84      0.79      0.71      0.82      0.75      0.57       339
          1       0.64      0.71      0.79      0.67      0.75      0.56       177

avg / total       0.77      0.76      0.74      0.77      0.75      0.56       516
","(10,)",0.001,0.7635658914728682,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.7635658914728682,0.5,0.4892690554278895,8.16625327906825,auto,,0.7498625068746563
CVS,8,3,0.8851390763795144,0.8377602979718559,0.7627118644067796,0.8643067846607669,0.8119218183717214,0.6237423746317421,0.8294573643410853,135,293,46,42,339,177,0.8746268656716418,0.7458563535911602,0.8643067846607669,0.7627118644067796,0.8694362017804155,0.7541899441340781,3.6424357353560888,5.620854826823875,0.23728813559322037,0.7627118644067796,,[0 1 1 ... 1 1 1],0.1,0.6236511014968422,0.8294573643410853,logistic,"(array([0.        , 0.13569322, 1.        ]), array([0.        , 0.76271186, 1.        ]), array([2, 1, 0]))",0.17054263565891473,0.8294573643410853,[0.86430678 0.76271186],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.87      0.86      0.76      0.87      0.81      0.68       339
          1       0.75      0.76      0.86      0.75      0.81      0.64       177

avg / total       0.83      0.83      0.80      0.83      0.81      0.67       516
",0.1705426356589147,False,0.9,[0.76271186 0.86430678],"[[293  46]
 [ 42 135]]",0.8294573643410853,adam,0.8294573643410853,"(0.8294573643410853, 0.8294573643410853, None)","(array([0.86430678, 0.76271186]), array([0.76271186, 0.86430678]), array([339, 177]))",1000,0.8294573643410853,0.6502688388643654,"              precision    recall  f1-score   support

           0       0.87      0.86      0.87       339
           1       0.75      0.76      0.75       177

    accuracy                           0.83       516
   macro avg       0.81      0.81      0.81       516
weighted avg       0.83      0.83      0.83       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.87      0.86      0.76      0.87      0.81      0.67       339
          1       0.75      0.76      0.86      0.75      0.81      0.65       177

avg / total       0.83      0.83      0.80      0.83      0.81      0.66       516
","(50,)",0.001,0.8294573643410853,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.8294573643410853,0.5,0.6237423746317421,5.890405240763429,auto,,0.8135093245337733
CVS,9,3,0.8095261903571488,0.7287187580023997,0.7231638418079096,0.7463126843657817,0.7346470907966168,0.4523660529221545,0.7383720930232558,128,253,86,49,339,177,0.8377483443708609,0.5981308411214953,0.7463126843657817,0.7231638418079096,0.7893915756630265,0.6547314578005115,2.6958641863825177,2.8506109578242014,0.2768361581920904,0.7231638418079096,,[0 1 1 ... 1 1 1],0.1,0.4471428571428572,0.7383720930232558,logistic,"(array([0.        , 0.25368732, 1.        ]), array([0.        , 0.72316384, 1.        ]), array([2, 1, 0]))",0.2616279069767442,0.7383720930232558,[0.74631268 0.72316384],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.84      0.75      0.72      0.79      0.73      0.54       339
          1       0.60      0.72      0.75      0.65      0.73      0.54       177

avg / total       0.76      0.74      0.73      0.74      0.73      0.54       516
",0.2616279069767442,False,0.9,[0.72316384 0.74631268],"[[253  86]
 [ 49 128]]",0.7383720930232558,adam,0.7383720930232558,"(0.7383720930232558, 0.7383720930232558, None)","(array([0.74631268, 0.72316384]), array([0.72316384, 0.74631268]), array([339, 177]))",1000,0.7383720930232558,0.5275078372792945,"              precision    recall  f1-score   support

           0       0.84      0.75      0.79       339
           1       0.60      0.72      0.65       177

    accuracy                           0.74       516
   macro avg       0.72      0.73      0.72       516
weighted avg       0.76      0.74      0.74       516
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.84      0.75      0.72      0.79      0.73      0.54       339
          1       0.60      0.72      0.75      0.65      0.73      0.54       177

avg / total       0.76      0.74      0.73      0.74      0.73      0.54       516
","(5, 5)",0.001,0.7383720930232558,constant,"[[-0.96029625 -0.691035   -0.30417196 ...  0.49980218 -0.48981691
  -0.80367525]
 [-1.64102259  0.11331179 -0.43308576 ... -0.24003929 -0.27119059
  -0.33707167]
 [-0.27956992 -0.68404068 -0.43308576 ...  0.58200679 -0.77676396
  -0.63085911]
 ...
 [-0.56895603  0.04761346 -0.39531486 ... -0.16703516  1.21747998
  -0.48876155]
 [-0.47258317  0.42283215 -0.22965289 ...  0.19387504 -0.28762746
   1.69626474]
 [-0.41571519  0.03006994 -0.11207299 ...  0.2875328   0.42914299
   0.59443067]]",0.0001,0.7383720930232558,0.5,0.4523660529221545,9.036441043976627,auto,,0.7347382630868456
