id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,pr_curve,y,alpha,cohen_kappa_score,imb_spec_micro,activation,roc_curve,hamming_loss,rec_score,imb_sens,imb_report_0.3,zero_one_loss,warm_start,momentum,imb_spec,confusion_matrix,accuracy,solver,fbeta_score,imb_sens_spec_supp_micro,imb_sens_spec_supp,max_iter,prec_score,avg_prec_score,bal_report,imb_report_0.1,hidden_layer_sizes,learning_rate_init,f1_score,learning_rate,X,tol,imb_sens_micro,power_t,matthews_corrcoef,log_loss,batch_size,hinge_loss,roc_auc_score
CVS,0,5,0.7683114364991809,0.5958310809292018,0.6892655367231638,0.7455621301775148,0.7168614104673721,0.42088291566075614,0.7262135922330097,122,252,86,55,338,177,0.8208469055374593,0.5865384615384616,0.7455621301775148,0.6892655367231638,0.7813953488372093,0.6337662337662338,2.399354491662184,2.7089738536329,0.3107344632768362,0.6892655367231638,,[0 1 1 ... 1 1 1],1.0,0.41741614049726017,0.7262135922330097,logistic,"(array([0.        , 0.25443787, 1.        ]), array([0.        , 0.68926554, 1.        ]), array([2, 1, 0]))",0.2737864077669903,0.7262135922330097,[0.74556213 0.68926554],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.75      0.69      0.78      0.72      0.52       338
          1       0.59      0.69      0.75      0.63      0.72      0.51       177

avg / total       0.74      0.73      0.71      0.73      0.72      0.52       515
",0.27378640776699026,False,0.9,[0.68926554 0.74556213],"[[252  86]
 [ 55 122]]",0.7262135922330097,adam,0.7262135922330097,"(0.7262135922330097, 0.7262135922330097, None)","(array([0.74556213, 0.68926554]), array([0.68926554, 0.74556213]), array([338, 177]))",1000,0.7262135922330097,0.5110768640059409,"              precision    recall  f1-score   support

           0       0.82      0.75      0.78       338
           1       0.59      0.69      0.63       177

    accuracy                           0.73       515
   macro avg       0.70      0.72      0.71       515
weighted avg       0.74      0.73      0.73       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.75      0.69      0.78      0.72      0.52       338
          1       0.59      0.69      0.75      0.63      0.72      0.51       177

avg / total       0.74      0.73      0.71      0.73      0.72      0.51       515
","(1,)",0.001,0.7262135922330096,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7262135922330097,0.5,0.42088291566075614,9.456381042837675,auto,,0.7174138334503394
CVS,1,5,0.7652024203523553,0.6127408601600531,0.711864406779661,0.7130177514792899,0.7124408457410148,0.40725799662526735,0.7126213592233009,126,241,97,51,338,177,0.8253424657534246,0.5650224215246636,0.7130177514792899,0.711864406779661,0.7650793650793651,0.63,2.4745910198398886,2.480517211252839,0.288135593220339,0.711864406779661,,[0 1 1 ... 1 1 1],1.0,0.4001164822364589,0.7126213592233009,logistic,"(array([0.        , 0.28698225, 1.        ]), array([0.        , 0.71186441, 1.        ]), array([2, 1, 0]))",0.287378640776699,0.7126213592233009,[0.71301775 0.71186441],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.71      0.71      0.77      0.71      0.51       338
          1       0.57      0.71      0.71      0.63      0.71      0.51       177

avg / total       0.74      0.71      0.71      0.72      0.71      0.51       515
",0.28737864077669906,False,0.9,[0.71186441 0.71301775],"[[241  97]
 [ 51 126]]",0.7126213592233009,adam,0.7126213592233009,"(0.7126213592233009, 0.7126213592233009, None)","(array([0.71301775, 0.71186441]), array([0.71186441, 0.71301775]), array([338, 177]))",1000,0.7126213592233009,0.5012484771294545,"              precision    recall  f1-score   support

           0       0.83      0.71      0.77       338
           1       0.57      0.71      0.63       177

    accuracy                           0.71       515
   macro avg       0.70      0.71      0.70       515
weighted avg       0.74      0.71      0.72       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.71      0.71      0.77      0.71      0.51       338
          1       0.57      0.71      0.71      0.63      0.71      0.51       177

avg / total       0.74      0.71      0.71      0.72      0.71      0.51       515
","(10,)",0.001,0.7126213592233008,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7126213592233009,0.5,0.40725799662526735,9.925857218247591,auto,,0.7124410791294754
CVS,2,5,0.7619596830809348,0.6102619721224986,0.7344632768361582,0.6893491124260355,0.7115487390168879,0.40411566420628053,0.7048543689320388,130,233,105,47,338,177,0.8321428571428572,0.5531914893617021,0.6893491124260355,0.7344632768361582,0.7540453074433657,0.6310679611650486,2.5960594233916656,2.364272262577347,0.2655367231638418,0.7344632768361582,,[0 1 1 ... 1 1 1],1.0,0.3931312504845337,0.7048543689320388,logistic,"(array([0.        , 0.31065089, 1.        ]), array([0.        , 0.73446328, 1.        ]), array([2, 1, 0]))",0.29514563106796116,0.7048543689320388,[0.68934911 0.73446328],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.69      0.73      0.75      0.71      0.50       338
          1       0.55      0.73      0.69      0.63      0.71      0.51       177

avg / total       0.74      0.70      0.72      0.71      0.71      0.50       515
",0.2951456310679612,False,0.9,[0.73446328 0.68934911],"[[233 105]
 [ 47 130]]",0.7048543689320388,adam,0.7048543689320388,"(0.7048543689320388, 0.7048543689320388, None)","(array([0.68934911, 0.73446328]), array([0.73446328, 0.68934911]), array([338, 177]))",1000,0.7048543689320388,0.49756096991680065,"              precision    recall  f1-score   support

           0       0.83      0.69      0.75       338
           1       0.55      0.73      0.63       177

    accuracy                           0.70       515
   macro avg       0.69      0.71      0.69       515
weighted avg       0.74      0.70      0.71       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.69      0.73      0.75      0.71      0.50       338
          1       0.55      0.73      0.69      0.63      0.71      0.51       177

avg / total       0.74      0.70      0.72      0.71      0.71      0.51       515
","(50,)",0.001,0.7048543689320388,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7048543689320388,0.5,0.40411566420628053,10.19413198010989,auto,,0.711906194631097
CVS,3,5,0.7623608464547187,0.5865496735942082,0.6892655367231638,0.7248520710059172,0.7068348829583826,0.398830922026057,0.7126213592233009,122,245,93,55,338,177,0.8166666666666667,0.5674418604651162,0.7248520710059172,0.6892655367231638,0.768025078369906,0.6224489795918366,2.332705755782679,2.505072595832574,0.3107344632768362,0.6892655367231638,,[0 1 1 ... 1 1 1],1.0,0.3939731255466328,0.7126213592233009,logistic,"(array([0.        , 0.27514793, 1.        ]), array([0.        , 0.68926554, 1.        ]), array([2, 1, 0]))",0.287378640776699,0.7126213592233009,[0.72485207 0.68926554],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.72      0.69      0.77      0.71      0.50       338
          1       0.57      0.69      0.72      0.62      0.71      0.49       177

avg / total       0.73      0.71      0.70      0.72      0.71      0.50       515
",0.28737864077669906,False,0.9,[0.68926554 0.72485207],"[[245  93]
 [ 55 122]]",0.7126213592233009,adam,0.7126213592233009,"(0.7126213592233009, 0.7126213592233009, None)","(array([0.72485207, 0.68926554]), array([0.68926554, 0.72485207]), array([338, 177]))",1000,0.7126213592233009,0.49791423501753335,"              precision    recall  f1-score   support

           0       0.82      0.72      0.77       338
           1       0.57      0.69      0.62       177

    accuracy                           0.71       515
   macro avg       0.69      0.71      0.70       515
weighted avg       0.73      0.71      0.72       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.72      0.69      0.77      0.71      0.50       338
          1       0.57      0.69      0.72      0.62      0.71      0.50       177

avg / total       0.73      0.71      0.70      0.72      0.71      0.50       515
","(5, 5)",0.001,0.7126213592233008,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7126213592233009,0.5,0.398830922026057,9.925851007782114,auto,,0.7070588038645406
CVS,4,5,0.759352121151339,0.5896187645929734,0.7062146892655368,0.7189349112426036,0.712546415993612,0.40819192608335436,0.7145631067961165,125,243,95,52,338,177,0.823728813559322,0.5681818181818182,0.7189349112426036,0.7062146892655368,0.7677725118483412,0.6297229219143576,2.4471438324988624,2.512637526018436,0.29378531073446323,0.7062146892655368,,[0 1 1 ... 1 1 1],1.0,0.40189610902626904,0.7145631067961165,logistic,"(array([0.        , 0.28106509, 1.        ]), array([0.        , 0.70621469, 1.        ]), array([2, 1, 0]))",0.2854368932038835,0.7145631067961165,[0.71893491 0.70621469],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.72      0.71      0.77      0.71      0.51       338
          1       0.57      0.71      0.72      0.63      0.71      0.51       177

avg / total       0.74      0.71      0.71      0.72      0.71      0.51       515
",0.28543689320388355,False,0.9,[0.70621469 0.71893491],"[[243  95]
 [ 52 125]]",0.7145631067961165,adam,0.7145631067961165,"(0.7145631067961165, 0.7145631067961165, None)","(array([0.71893491, 0.70621469]), array([0.70621469, 0.71893491]), array([338, 177]))",1000,0.7145631067961165,0.5022292199600082,"              precision    recall  f1-score   support

           0       0.82      0.72      0.77       338
           1       0.57      0.71      0.63       177

    accuracy                           0.71       515
   macro avg       0.70      0.71      0.70       515
weighted avg       0.74      0.71      0.72       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.72      0.71      0.77      0.71      0.51       338
          1       0.57      0.71      0.72      0.63      0.71      0.51       177

avg / total       0.74      0.71      0.71      0.72      0.71      0.51       515
","(10, 10)",0.001,0.7145631067961165,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7145631067961165,0.5,0.40819192608335436,9.858788527782018,auto,,0.7125748002540702
CVS,5,5,0.6984421488984723,0.5096987670108771,0.0,1.0,0.0,inf,0.6563106796116505,0,338,0,177,338,177,0.6563106796116505,0.0,1.0,0.0,0.7924970691676436,0.0,1.0,inf,1.0,0.0,,[0 1 1 ... 1 1 1],1.0,0.0,0.6563106796116505,logistic,"(array([0., 1.]), array([0., 1.]), array([1, 0]))",0.34368932038834954,0.6563106796116505,[1. 0.],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      1.00      0.00      0.79      0.00      0.00       338
          1       0.00      0.00      1.00      0.00      0.00      0.00       177

avg / total       0.43      0.66      0.34      0.52      0.00      0.00       515
",0.34368932038834954,False,0.9,[0. 1.],"[[338   0]
 [177   0]]",0.6563106796116505,adam,0.6563106796116505,"(0.6563106796116505, 0.6563106796116505, None)","(array([1., 0.]), array([0., 1.]), array([338, 177]))",1000,0.6563106796116505,0.34368932038834954,"              precision    recall  f1-score   support

           0       0.66      1.00      0.79       338
           1       0.00      0.00      0.00       177

    accuracy                           0.66       515
   macro avg       0.33      0.50      0.40       515
weighted avg       0.43      0.66      0.52       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      1.00      0.00      0.79      0.00      0.00       338
          1       0.00      0.00      1.00      0.00      0.00      0.00       177

avg / total       0.43      0.66      0.34      0.52      0.00      0.00       515
","(5, 5, 5)",0.001,0.6563106796116505,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.6563106796116505,0.5,0.0,11.870608586212024,auto,,0.5
CVS,6,5,0.7714705980677298,0.6031041980039678,0.6892655367231638,0.7958579881656804,0.7406466656702339,0.47698874303893113,0.7592233009708738,122,269,69,55,338,177,0.8302469135802469,0.6387434554973822,0.7958579881656804,0.6892655367231638,0.8126888217522658,0.6630434782608695,2.5612157073695534,3.376402194383034,0.3107344632768362,0.6892655367231638,,[0 1 1 ... 1 1 1],0.1,0.4761537578133972,0.7592233009708738,logistic,"(array([0.        , 0.20414201, 1.        ]), array([0.        , 0.68926554, 1.        ]), array([2, 1, 0]))",0.2407766990291262,0.7592233009708738,[0.79585799 0.68926554],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.80      0.69      0.81      0.74      0.57       338
          1       0.64      0.69      0.80      0.66      0.74      0.53       177

avg / total       0.76      0.76      0.73      0.76      0.74      0.55       515
",0.24077669902912624,False,0.9,[0.68926554 0.79585799],"[[269  69]
 [ 55 122]]",0.7592233009708738,adam,0.7592233009708738,"(0.7592233009708738, 0.7592233009708738, None)","(array([0.79585799, 0.68926554]), array([0.68926554, 0.79585799]), array([338, 177]))",1000,0.7592233009708738,0.5470599671866658,"              precision    recall  f1-score   support

           0       0.83      0.80      0.81       338
           1       0.64      0.69      0.66       177

    accuracy                           0.76       515
   macro avg       0.73      0.74      0.74       515
weighted avg       0.76      0.76      0.76       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.80      0.69      0.81      0.74      0.55       338
          1       0.64      0.69      0.80      0.66      0.74      0.54       177

avg / total       0.76      0.76      0.73      0.76      0.74      0.55       515
","(1,)",0.001,0.7592233009708738,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7592233009708738,0.5,0.47698874303893113,8.316239699401182,auto,,0.7425617624444222
CVS,7,5,0.8619496539965902,0.7791630739169285,0.7966101694915254,0.7751479289940828,0.7858057795008772,0.5499450648738449,0.7825242718446602,141,262,76,36,338,177,0.8791946308724832,0.6497695852534562,0.7751479289940828,0.7966101694915254,0.8238993710691823,0.7157360406091371,3.811143984220907,3.542818911685994,0.2033898305084746,0.7966101694915254,,[0 1 1 ... 1 1 1],0.1,0.5425562287853314,0.7825242718446602,logistic,"(array([0.        , 0.22485207, 1.        ]), array([0.        , 0.79661017, 1.        ]), array([2, 1, 0]))",0.2174757281553398,0.7825242718446602,[0.77514793 0.79661017],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.88      0.78      0.80      0.82      0.79      0.61       338
          1       0.65      0.80      0.78      0.72      0.79      0.62       177

avg / total       0.80      0.78      0.79      0.79      0.79      0.62       515
",0.21747572815533978,False,0.9,[0.79661017 0.77514793],"[[262  76]
 [ 36 141]]",0.7825242718446602,adam,0.7825242718446602,"(0.7825242718446602, 0.7825242718446602, None)","(array([0.77514793, 0.79661017]), array([0.79661017, 0.77514793]), array([338, 177]))",1000,0.7825242718446602,0.5875159720605532,"              precision    recall  f1-score   support

           0       0.88      0.78      0.82       338
           1       0.65      0.80      0.72       177

    accuracy                           0.78       515
   macro avg       0.76      0.79      0.77       515
weighted avg       0.80      0.78      0.79       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.88      0.78      0.80      0.82      0.79      0.62       338
          1       0.65      0.80      0.78      0.72      0.79      0.62       177

avg / total       0.80      0.78      0.79      0.79      0.79      0.62       515
","(10,)",0.001,0.7825242718446602,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7825242718446602,0.5,0.5499450648738449,7.511463544921731,auto,,0.7858790492428042
CVS,8,5,0.9034867783238058,0.8395907063747395,0.8361581920903954,0.8461538461538461,0.8411411714036678,0.6649021577518116,0.8427184466019417,148,286,52,29,338,177,0.9079365079365079,0.74,0.8461538461538461,0.8361581920903954,0.8759571209800918,0.7851458885941645,5.164456233421749,5.43502824858757,0.16384180790960456,0.8361581920903954,,[0 1 1 ... 1 1 1],0.1,0.6618296785699809,0.8427184466019417,logistic,"(array([0.        , 0.15384615, 1.        ]), array([0.        , 0.83615819, 1.        ]), array([2, 1, 0]))",0.15728155339805824,0.8427184466019417,[0.84615385 0.83615819],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.91      0.85      0.84      0.88      0.84      0.71       338
          1       0.74      0.84      0.85      0.79      0.84      0.71       177

avg / total       0.85      0.84      0.84      0.84      0.84      0.71       515
",0.15728155339805827,False,0.9,[0.83615819 0.84615385],"[[286  52]
 [ 29 148]]",0.8427184466019417,adam,0.8427184466019417,"(0.8427184466019417, 0.8427184466019417, None)","(array([0.84615385, 0.83615819]), array([0.83615819, 0.84615385]), array([338, 177]))",1000,0.8427184466019417,0.6750677417585431,"              precision    recall  f1-score   support

           0       0.91      0.85      0.88       338
           1       0.74      0.84      0.79       177

    accuracy                           0.84       515
   macro avg       0.82      0.84      0.83       515
weighted avg       0.85      0.84      0.84       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.91      0.85      0.84      0.88      0.84      0.71       338
          1       0.74      0.84      0.85      0.79      0.84      0.71       177

avg / total       0.85      0.84      0.84      0.84      0.84      0.71       515
","(50,)",0.001,0.8427184466019417,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.8427184466019417,0.5,0.6649021577518116,5.432393139910943,auto,,0.8411560191221207
CVS,9,5,0.8256777989502891,0.7188484166013964,0.7401129943502824,0.757396449704142,0.7487048512603652,0.4797920409148093,0.7514563106796116,131,256,82,46,338,177,0.847682119205298,0.6150234741784038,0.757396449704142,0.7401129943502824,0.7999999999999999,0.6717948717948719,2.91432981733985,3.0507096596389687,0.25988700564971756,0.7401129943502824,,[0 1 1 ... 1 1 1],0.1,0.4745233084624705,0.7514563106796116,logistic,"(array([0.        , 0.24260355, 1.        ]), array([0.        , 0.74011299, 1.        ]), array([2, 1, 0]))",0.24854368932038834,0.7514563106796116,[0.75739645 0.74011299],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.85      0.76      0.74      0.80      0.75      0.56       338
          1       0.62      0.74      0.76      0.67      0.75      0.56       177

avg / total       0.77      0.75      0.75      0.76      0.75      0.56       515
",0.2485436893203884,False,0.9,[0.74011299 0.75739645],"[[256  82]
 [ 46 131]]",0.7514563106796116,adam,0.7514563106796116,"(0.7514563106796116, 0.7514563106796116, None)","(array([0.75739645, 0.74011299]), array([0.74011299, 0.75739645]), array([338, 177]))",1000,0.7514563106796116,0.5445072534194066,"              precision    recall  f1-score   support

           0       0.85      0.76      0.80       338
           1       0.62      0.74      0.67       177

    accuracy                           0.75       515
   macro avg       0.73      0.75      0.74       515
weighted avg       0.77      0.75      0.76       515
","                   pre       rec       spe        f1       geo       iba       sup

          0       0.85      0.76      0.74      0.80      0.75      0.56       338
          1       0.62      0.74      0.76      0.67      0.75      0.56       177

avg / total       0.77      0.75      0.75      0.76      0.75      0.56       515
","(5, 5)",0.001,0.7514563106796117,constant,"[[-0.98396005 -0.70414955 -0.32502916 ...  0.52036842 -0.47730052
  -0.8239595 ]
 [-1.67063677  0.11747742 -0.46249427 ... -0.22951143 -0.26234322
  -0.34863361]
 [-0.29728332 -0.69700496 -0.46249427 ...  0.60368841 -0.75943197
  -0.64791288]
 ...
 [ 0.8178666  -0.59626692 -0.0935398  ...  0.10543358 -0.74359145
  -0.125416  ]
 [-0.03826399 -0.68182818 -0.3057502  ... -0.29384037 -0.72191365
  -0.65467221]
 [ 0.76133605 -0.76547463 -0.18508324 ...  0.35372845 -0.89406265
   0.13805127]]",0.0001,0.7514563106796116,0.5,0.4797920409148093,8.584522224345328,auto,,0.7487547220272123
