id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,bal_report,max_iter,accuracy,batch_size,power_t,warm_start,solver,imb_sens_micro,roc_curve,imb_sens_spec_supp_micro,imb_sens,imb_spec_micro,y,tol,hamming_loss,learning_rate,roc_auc_score,log_loss,fbeta_score,cohen_kappa_score,avg_prec_score,hinge_loss,imb_report_0.1,imb_sens_spec_supp,activation,zero_one_loss,f1_score,prec_score,X,momentum,pr_curve,imb_spec,hidden_layer_sizes,rec_score,confusion_matrix,alpha,imb_report_0.3,matthews_corrcoef,learning_rate_init
CVS,0,3,0.6854598194223148,0.500444792759736,0.7336683417085427,0.5718157181571816,0.6477060210491012,0.2922062627432763,0.6285211267605634,146,211,158,53,369,199,0.7992424242424242,0.48026315789473684,0.5718157181571816,0.7336683417085427,0.6666666666666666,0.5805168986083499,2.147006187043002,1.7134406208256472,0.26633165829145733,0.7336683417085427,"              precision    recall  f1-score   support

           0       0.80      0.57      0.67       369
           1       0.48      0.73      0.58       199

    accuracy                           0.63       568
   macro avg       0.64      0.65      0.62       568
weighted avg       0.69      0.63      0.64       568
",1000,0.6285211267605634,auto,0.5,False,adam,0.6285211267605634,"(array([0.        , 0.42818428, 1.        ]), array([0.        , 0.73366834, 1.        ]), array([2, 1, 0]))","(0.6285211267605634, 0.6285211267605634, None)",[0.57181572 0.73366834],0.6285211267605634,[0 1 0 ... 1 1 1],0.0001,0.3714788732394366,constant,0.6527420299328621,12.830648161479093,0.6285211267605634,0.2723784545145467,0.4456637337912691,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.57      0.73      0.67      0.65      0.41       369
          1       0.48      0.73      0.57      0.58      0.65      0.43       199

avg / total       0.69      0.63      0.68      0.64      0.65      0.42       568
","(array([0.57181572, 0.73366834]), array([0.73366834, 0.57181572]), array([369, 199]))",logistic,0.3714788732394366,0.6285211267605634,0.6285211267605634,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.73366834 0.57181572],"(1,)",0.6285211267605634,"[[211 158]
 [ 53 146]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.57      0.73      0.67      0.65      0.40       369
          1       0.48      0.73      0.57      0.58      0.65      0.44       199

avg / total       0.69      0.63      0.68      0.64      0.65      0.41       568
",0.2922062627432763,0.001
CVS,1,3,0.6828587381351201,0.49601256485851314,0.6934673366834171,0.5989159891598916,0.6444599878191232,0.27898750464323563,0.6320422535211268,138,221,148,61,369,199,0.7836879432624113,0.4825174825174825,0.5989159891598916,0.6934673366834171,0.6789554531490015,0.5690721649484536,1.9538406859478432,1.7289827515958172,0.3065326633165829,0.6934673366834171,"              precision    recall  f1-score   support

           0       0.78      0.60      0.68       369
           1       0.48      0.69      0.57       199

    accuracy                           0.63       568
   macro avg       0.63      0.65      0.62       568
weighted avg       0.68      0.63      0.64       568
",1000,0.6320422535211268,auto,0.5,False,adam,0.6320422535211268,"(array([0.        , 0.40108401, 1.        ]), array([0.        , 0.69346734, 1.        ]), array([2, 1, 0]))","(0.6320422535211268, 0.6320422535211268, None)",[0.59891599 0.69346734],0.6320422535211268,[0 1 0 ... 1 1 1],0.0001,0.36795774647887325,constant,0.6461916629216544,12.709018674218312,0.6320422535211268,0.2656323460272684,0.4420044797017689,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.60      0.69      0.68      0.64      0.41       369
          1       0.48      0.69      0.60      0.57      0.64      0.42       199

avg / total       0.68      0.63      0.66      0.64      0.64      0.41       568
","(array([0.59891599, 0.69346734]), array([0.69346734, 0.59891599]), array([369, 199]))",logistic,0.36795774647887325,0.6320422535211268,0.6320422535211268,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.69346734 0.59891599],"(10,)",0.6320422535211268,"[[221 148]
 [ 61 138]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.60      0.69      0.68      0.64      0.40       369
          1       0.48      0.69      0.60      0.57      0.64      0.43       199

avg / total       0.68      0.63      0.66      0.64      0.64      0.41       568
",0.27898750464323563,0.001
CVS,2,3,0.6774114474813089,0.4936164855058945,0.6884422110552764,0.5718157181571816,0.6274249575242372,0.2485142861263345,0.6126760563380281,137,211,158,62,369,199,0.7728937728937729,0.46440677966101696,0.5718157181571816,0.6884422110552764,0.6573208722741433,0.554655870445344,1.8353439986012763,1.607817568856943,0.31155778894472363,0.6884422110552764,"              precision    recall  f1-score   support

           0       0.77      0.57      0.66       369
           1       0.46      0.69      0.55       199

    accuracy                           0.61       568
   macro avg       0.62      0.63      0.61       568
weighted avg       0.66      0.61      0.62       568
",1000,0.6126760563380281,auto,0.5,False,adam,0.6126760563380281,"(array([0.        , 0.42818428, 1.        ]), array([0.        , 0.68844221, 1.        ]), array([2, 1, 0]))","(0.6126760563380281, 0.6126760563380281, None)",[0.57181572 0.68844221],0.6126760563380281,[0 1 0 ... 1 1 1],0.0001,0.3873239436619718,constant,0.6301289646062289,13.377917505764648,0.6126760563380281,0.2342292654827126,0.42887215979635585,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.57      0.69      0.66      0.63      0.39       369
          1       0.46      0.69      0.57      0.55      0.63      0.40       199

avg / total       0.66      0.61      0.65      0.62      0.63      0.39       568
","(array([0.57181572, 0.68844221]), array([0.68844221, 0.57181572]), array([369, 199]))",logistic,0.38732394366197187,0.6126760563380281,0.6126760563380281,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.68844221 0.57181572],"(50,)",0.6126760563380281,"[[211 158]
 [ 62 137]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.57      0.69      0.66      0.63      0.38       369
          1       0.46      0.69      0.57      0.55      0.63      0.41       199

avg / total       0.66      0.61      0.65      0.62      0.63      0.39       568
",0.2485142861263345,0.001
CVS,3,3,0.6730399967316256,0.49068880271472287,1.0,0.008130081300813009,0.09016696346674323,0.05351182449531435,0.35563380281690143,199,3,366,0,369,199,1.0,0.35221238938053095,0.008130081300813009,1.0,0.01612903225806452,0.5209424083769634,inf,1.0081967213114755,0.0,1.0,"              precision    recall  f1-score   support

           0       1.00      0.01      0.02       369
           1       0.35      1.00      0.52       199

    accuracy                           0.36       568
   macro avg       0.68      0.50      0.27       568
weighted avg       0.77      0.36      0.19       568
",1000,0.35563380281690143,auto,0.5,False,adam,0.35563380281690143,"(array([0.        , 0.99186992, 1.        ]), array([0., 1., 1.]), array([2, 1, 0]))","(0.35563380281690143, 0.35563380281690143, None)",[0.00813008 1.        ],0.35563380281690143,[0 1 0 ... 1 1 1],0.0001,0.6443661971830986,constant,0.5040650406504066,22.25613523450134,0.35563380281690143,0.005710678107154088,0.35221238938053095,,"                   pre       rec       spe        f1       geo       iba       sup

          0       1.00      0.01      1.00      0.02      0.09      0.01       369
          1       0.35      1.00      0.01      0.52      0.09      0.01       199

avg / total       0.77      0.36      0.65      0.19      0.09      0.01       568
","(array([0.00813008, 1.        ]), array([1.        , 0.00813008]), array([369, 199]))",logistic,0.6443661971830985,0.35563380281690143,0.35563380281690143,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[1.         0.00813008],"(5, 5)",0.35563380281690143,"[[  3 366]
 [  0 199]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       1.00      0.01      1.00      0.02      0.09      0.01       369
          1       0.35      1.00      0.01      0.52      0.09      0.01       199

avg / total       0.77      0.36      0.65      0.19      0.09      0.01       568
",0.05351182449531435,0.001
CVS,4,3,0.6715828464817313,0.48990828096824224,0.0,0.997289972899729,0.0,-0.03084052948926147,0.647887323943662,0,368,1,199,369,199,0.6490299823633157,0.0,0.997289972899729,0.0,0.7863247863247863,0.0,0.997289972899729,0.0,1.0,0.0,"              precision    recall  f1-score   support

           0       0.65      1.00      0.79       369
           1       0.00      0.00      0.00       199

    accuracy                           0.65       568
   macro avg       0.32      0.50      0.39       568
weighted avg       0.42      0.65      0.51       568
",1000,0.647887323943662,auto,0.5,False,adam,0.647887323943662,"(array([0.        , 0.00271003, 1.        ]), array([0., 0., 1.]), array([2, 1, 0]))","(0.647887323943662, 0.647887323943662, None)",[0.99728997 0.        ],0.647887323943662,[0 1 0 ... 1 1 1],0.0001,0.352112676056338,constant,0.4986449864498645,12.161542391865435,0.647887323943662,-0.0035158389427749626,0.3503521126760563,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      1.00      0.00      0.79      0.00      0.00       369
          1       0.00      0.00      1.00      0.00      0.00      0.00       199

avg / total       0.42      0.65      0.35      0.51      0.00      0.00       568
","(array([0.99728997, 0.        ]), array([0.        , 0.99728997]), array([369, 199]))",logistic,0.352112676056338,0.647887323943662,0.647887323943662,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.         0.99728997],"(10, 10)",0.647887323943662,"[[368   1]
 [199   0]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      1.00      0.00      0.79      0.00      0.00       369
          1       0.00      0.00      1.00      0.00      0.00      0.00       199

avg / total       0.42      0.65      0.35      0.51      0.00      0.00       568
",-0.03084052948926147,0.001
CVS,5,3,0.5021584889215727,0.37794856528220877,1.0,0.0,0.0,inf,0.3503521126760563,199,0,369,0,369,199,0.0,0.3503521126760563,0.0,1.0,0.0,0.5189048239895697,inf,1.0,0.0,1.0,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00       369
           1       0.35      1.00      0.52       199

    accuracy                           0.35       568
   macro avg       0.18      0.50      0.26       568
weighted avg       0.12      0.35      0.18       568
",1000,0.3503521126760563,auto,0.5,False,adam,0.3503521126760563,"(array([0., 1.]), array([0., 1.]), array([2, 1]))","(0.3503521126760563, 0.3503521126760563, None)",[0. 1.],0.3503521126760563,[0 1 0 ... 1 1 1],0.0001,0.6496478873239436,constant,0.5,22.438562572489055,0.3503521126760563,0.0,0.3503521126760563,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       369
          1       0.35      1.00      0.00      0.52      0.00      0.00       199

avg / total       0.12      0.35      0.65      0.18      0.00      0.00       568
","(array([0., 1.]), array([1., 0.]), array([369, 199]))",logistic,0.6496478873239437,0.3503521126760563,0.3503521126760563,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[1. 0.],"(5, 5, 5)",0.3503521126760563,"[[  0 369]
 [  0 199]]",1.0,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       369
          1       0.35      1.00      0.00      0.52      0.00      0.00       199

avg / total       0.12      0.35      0.65      0.18      0.00      0.00       568
",0.0,0.001
CVS,6,3,0.6871620977516307,0.5003172784872485,0.7286432160804021,0.5907859078590786,0.6561037600238389,0.30505905748935797,0.6390845070422535,145,218,151,54,369,199,0.8014705882352942,0.48986486486486486,0.5907859078590786,0.7286432160804021,0.6801872074882995,0.5858585858585859,2.1771554752584565,1.7805917002229692,0.27135678391959794,0.7286432160804021,"              precision    recall  f1-score   support

           0       0.80      0.59      0.68       369
           1       0.49      0.73      0.59       199

    accuracy                           0.64       568
   macro avg       0.65      0.66      0.63       568
weighted avg       0.69      0.64      0.65       568
",1000,0.6390845070422535,auto,0.5,False,adam,0.6390845070422535,"(array([0.        , 0.40921409, 1.        ]), array([0.        , 0.72864322, 1.        ]), array([2, 1, 0]))","(0.6390845070422535, 0.6390845070422535, None)",[0.59078591 0.72864322],0.6390845070422535,[0 1 0 ... 1 1 1],0.0001,0.3609154929577465,constant,0.6597145619697402,12.465792077761707,0.6390845070422535,0.28718350555854844,0.4520071331151379,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.59      0.73      0.68      0.66      0.42       369
          1       0.49      0.73      0.59      0.59      0.66      0.44       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
","(array([0.59078591, 0.72864322]), array([0.72864322, 0.59078591]), array([369, 199]))",logistic,0.3609154929577465,0.6390845070422535,0.6390845070422535,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.72864322 0.59078591],"(1,)",0.6390845070422535,"[[218 151]
 [ 54 145]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.59      0.73      0.68      0.66      0.41       369
          1       0.49      0.73      0.59      0.59      0.66      0.45       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
",0.30505905748935797,0.001
CVS,7,3,0.693875883482453,0.5152486053678222,0.7286432160804021,0.5962059620596206,0.6591065389156993,0.3101505438347743,0.6426056338028169,145,220,149,54,369,199,0.8029197080291971,0.4931972789115646,0.5962059620596206,0.7286432160804021,0.6842923794712287,0.588235294117647,2.1971293787011947,1.804492259957506,0.27135678391959794,0.7286432160804021,"              precision    recall  f1-score   support

           0       0.80      0.60      0.68       369
           1       0.49      0.73      0.59       199

    accuracy                           0.64       568
   macro avg       0.65      0.66      0.64       568
weighted avg       0.69      0.64      0.65       568
",1000,0.6426056338028169,auto,0.5,False,adam,0.6426056338028169,"(array([0.        , 0.40379404, 1.        ]), array([0.        , 0.72864322, 1.        ]), array([2, 1, 0]))","(0.6426056338028169, 0.6426056338028169, None)",[0.59620596 0.72864322],0.6426056338028169,[0 1 0 ... 1 1 1],0.0001,0.3573943661971831,constant,0.6624245890700113,12.344173852436562,0.6426056338028169,0.2926655706328368,0.45443527400343675,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.60      0.73      0.68      0.66      0.43       369
          1       0.49      0.73      0.60      0.59      0.66      0.44       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
","(array([0.59620596, 0.72864322]), array([0.72864322, 0.59620596]), array([369, 199]))",logistic,0.3573943661971831,0.6426056338028169,0.6426056338028169,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.72864322 0.59620596],"(10,)",0.6426056338028169,"[[220 149]
 [ 54 145]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.60      0.73      0.68      0.66      0.42       369
          1       0.49      0.73      0.60      0.59      0.66      0.45       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
",0.3101505438347743,0.001
CVS,8,3,0.6994321199493402,0.5240813525552678,0.7135678391959799,0.6233062330623306,0.6669117496968193,0.32144982929190163,0.6549295774647887,142,230,139,57,369,199,0.8013937282229965,0.505338078291815,0.6233062330623306,0.7135678391959799,0.7012195121951219,0.5916666666666667,2.1761042171825222,1.8942916018943636,0.2864321608040201,0.7135678391959799,"              precision    recall  f1-score   support

           0       0.80      0.62      0.70       369
           1       0.51      0.71      0.59       199

    accuracy                           0.65       568
   macro avg       0.65      0.67      0.65       568
weighted avg       0.70      0.65      0.66       568
",1000,0.6549295774647887,auto,0.5,False,adam,0.6549295774647887,"(array([0.        , 0.37669377, 1.        ]), array([0.        , 0.71356784, 1.        ]), array([2, 1, 0]))","(0.6549295774647887, 0.6549295774647887, None)",[0.62330623 0.71356784],0.6549295774647887,[0 1 0 ... 1 1 1],0.0001,0.34507042253521125,constant,0.6684370361291553,11.918505840572696,0.6549295774647887,0.3076703026081765,0.4609451132661957,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.67      0.44       369
          1       0.51      0.71      0.62      0.59      0.67      0.45       199

avg / total       0.70      0.65      0.68      0.66      0.67      0.44       568
","(array([0.62330623, 0.71356784]), array([0.71356784, 0.62330623]), array([369, 199]))",logistic,0.34507042253521125,0.6549295774647887,0.6549295774647887,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.71356784 0.62330623],"(50,)",0.6549295774647887,"[[230 139]
 [ 57 142]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.67      0.43       369
          1       0.51      0.71      0.62      0.59      0.67      0.46       199

avg / total       0.70      0.65      0.68      0.66      0.67      0.44       568
",0.32144982929190163,0.001
CVS,9,3,0.6911794746088163,0.5185458106277696,0.7336683417085427,0.5907859078590786,0.6583622994398647,0.30990623788094007,0.6408450704225352,146,218,151,53,369,199,0.8044280442804428,0.49158249158249157,0.5907859078590786,0.7336683417085427,0.6812499999999999,0.5887096774193548,2.218233880452012,1.7928716429831275,0.26633165829145733,0.7336683417085427,"              precision    recall  f1-score   support

           0       0.80      0.59      0.68       369
           1       0.49      0.73      0.59       199

    accuracy                           0.64       568
   macro avg       0.65      0.66      0.63       568
weighted avg       0.69      0.64      0.65       568
",1000,0.6408450704225352,auto,0.5,False,adam,0.6408450704225352,"(array([0.        , 0.40921409, 1.        ]), array([0.        , 0.73366834, 1.        ]), array([2, 1, 0]))","(0.6408450704225352, 0.6408450704225352, None)",[0.59078591 0.73366834],0.6408450704225352,[0 1 0 ... 1 1 1],0.0001,0.3591549295774648,constant,0.6622271247838106,12.404984372841088,0.6408450704225352,0.2913980993383153,0.45396837056720984,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.59      0.73      0.68      0.66      0.43       369
          1       0.49      0.73      0.59      0.59      0.66      0.44       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
","(array([0.59078591, 0.73366834]), array([0.73366834, 0.59078591]), array([369, 199]))",logistic,0.35915492957746475,0.6408450704225352,0.6408450704225352,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.73366834 0.59078591],"(5, 5)",0.6408450704225352,"[[218 151]
 [ 53 146]]",0.1,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.59      0.73      0.68      0.66      0.41       369
          1       0.49      0.73      0.59      0.59      0.66      0.45       199

avg / total       0.69      0.64      0.68      0.65      0.66      0.43       568
",0.30990623788094007,0.001
