id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,imb_sens_micro,imb_sens,confusion_matrix,imb_sens_spec_supp,cohen_kappa_score,imb_report_0.3,y,avg_prec_score,imb_report_0.1,imb_spec_micro,hamming_loss,C,max_iter,log_loss,gamma,rec_score,accuracy,roc_auc_score,f1_score,imb_spec,roc_curve,hinge_loss,zero_one_loss,prec_score,probability,imb_sens_spec_supp_micro,pr_curve,kernel,matthews_corrcoef,bal_report,X,fbeta_score
CVS,0,1,0.6547166727948687,0.47704913220113,0.6231155778894473,0.6260162601626016,0.6245642350626636,0.2384281859739711,0.625,124,231,138,75,369,199,0.7549019607843137,0.4732824427480916,0.6260162601626016,0.6231155778894473,0.6844444444444444,0.5379609544468547,1.661029810298103,1.6661568713130872,0.37688442211055273,0.6231155778894473,0.625,[0.62601626 0.62311558],"[[231 138]
 [ 75 124]]","(array([0.62601626, 0.62311558]), array([0.62311558, 0.62601626]), array([369, 199]))",0.23219861396694852,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.63      0.62      0.68      0.62      0.39       369
          1       0.47      0.62      0.63      0.54      0.62      0.39       199

avg / total       0.66      0.62      0.62      0.63      0.62      0.39       568
",[0 1 1 ... 1 1 1],0.4269519163390331,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.63      0.62      0.68      0.62      0.39       369
          1       0.47      0.62      0.63      0.54      0.62      0.39       199

avg / total       0.66      0.62      0.62      0.63      0.62      0.39       568
",0.625,0.375,0.1,-1,12.952235416481235,0.1,0.625,0.625,0.6245659190260244,0.625,[0.62311558 0.62601626],"(array([0.        , 0.37398374, 1.        ]), array([0.        , 0.62311558, 1.        ]), array([2, 1, 0]))",,0.375,0.625,True,"(0.625, 0.625, None)",,rbf,0.2384281859739711,"              precision    recall  f1-score   support

           0       0.75      0.63      0.68       369
           1       0.47      0.62      0.54       199

    accuracy                           0.62       568
   macro avg       0.61      0.62      0.61       568
weighted avg       0.66      0.62      0.63       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.625
CVS,1,1,0.6954351704321062,0.5219950302083065,0.6733668341708543,0.6151761517615176,0.6436141839402408,0.2754255822615147,0.6355633802816901,134,227,142,65,369,199,0.7773972602739726,0.4855072463768116,0.6151761517615176,0.6733668341708543,0.6868381240544629,0.5642105263157895,1.883385449239108,1.7498053648524312,0.3266331658291457,0.6733668341708543,0.6355633802816901,[0.61517615 0.67336683],"[[227 142]
 [ 65 134]]","(array([0.61517615, 0.67336683]), array([0.67336683, 0.61517615]), array([369, 199]))",0.26492947884365303,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.62      0.67      0.69      0.64      0.41       369
          1       0.49      0.67      0.62      0.56      0.64      0.42       199

avg / total       0.68      0.64      0.65      0.64      0.64      0.41       568
",[0 1 1 ... 1 1 1],0.4413610971780725,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.62      0.67      0.69      0.64      0.41       369
          1       0.49      0.67      0.62      0.56      0.64      0.42       199

avg / total       0.68      0.64      0.65      0.64      0.64      0.41       568
",0.6355633802816901,0.3644366197183099,0.1,-1,12.58739481792535,1.0,0.6355633802816901,0.6355633802816901,0.644271492966186,0.6355633802816901,[0.67336683 0.61517615],"(array([0.        , 0.38482385, 1.        ]), array([0.        , 0.67336683, 1.        ]), array([2, 1, 0]))",,0.3644366197183099,0.6355633802816901,True,"(0.6355633802816901, 0.6355633802816901, None)",,rbf,0.2754255822615147,"              precision    recall  f1-score   support

           0       0.78      0.62      0.69       369
           1       0.49      0.67      0.56       199

    accuracy                           0.64       568
   macro avg       0.63      0.64      0.63       568
weighted avg       0.68      0.64      0.64       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6355633802816901
CVS,2,1,0.6281543217442225,0.4834572534854216,0.5628140703517588,0.6260162601626016,0.5935745610186638,0.1814796404857699,0.6038732394366197,112,231,138,87,369,199,0.7264150943396226,0.448,0.6260162601626016,0.5628140703517588,0.6724890829694322,0.49888641425389757,1.4319222502569853,1.5049158837666592,0.4371859296482412,0.5628140703517588,0.6038732394366197,[0.62601626 0.56281407],"[[231 138]
 [ 87 112]]","(array([0.62601626, 0.56281407]), array([0.56281407, 0.62601626]), array([369, 199]))",0.17830414319882726,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.63      0.56      0.67      0.59      0.36       369
          1       0.45      0.56      0.63      0.50      0.59      0.35       199

avg / total       0.63      0.60      0.58      0.61      0.59      0.35       568
",[0 1 1 ... 1 1 1],0.405309717602095,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.63      0.56      0.67      0.59      0.35       369
          1       0.45      0.56      0.63      0.50      0.59      0.35       199

avg / total       0.63      0.60      0.58      0.61      0.59      0.35       568
",0.6038732394366197,0.3961267605633803,0.1,-1,13.681927875528645,0.01,0.6038732394366197,0.6038732394366197,0.5944151652571802,0.6038732394366197,[0.56281407 0.62601626],"(array([0.        , 0.37398374, 1.        ]), array([0.        , 0.56281407, 1.        ]), array([2, 1, 0]))",,0.39612676056338025,0.6038732394366197,True,"(0.6038732394366197, 0.6038732394366197, None)",,rbf,0.1814796404857699,"              precision    recall  f1-score   support

           0       0.73      0.63      0.67       369
           1       0.45      0.56      0.50       199

    accuracy                           0.60       568
   macro avg       0.59      0.59      0.59       568
weighted avg       0.63      0.60      0.61       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6038732394366197
CVS,3,1,0.6849423268102028,0.4893153155312929,0.6683417085427136,0.6395663956639567,0.6537957613846651,0.2943855923984921,0.6496478873239436,133,236,133,66,369,199,0.7814569536423841,0.5,0.6395663956639567,0.6683417085427136,0.7034277198211626,0.5720430107526882,1.9283895869261725,1.8542713567839197,0.3316582914572864,0.6683417085427136,0.6496478873239436,[0.6395664  0.66834171],"[[236 133]
 [ 66 133]]","(array([0.6395664 , 0.66834171]), array([0.66834171, 0.6395664 ]), array([369, 199]))",0.28574678361094963,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.64      0.67      0.70      0.65      0.42       369
          1       0.50      0.67      0.64      0.57      0.65      0.43       199

avg / total       0.68      0.65      0.66      0.66      0.65      0.43       568
",[0 1 1 ... 1 1 1],0.45036803736994835,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.64      0.67      0.70      0.65      0.43       369
          1       0.50      0.67      0.64      0.57      0.65      0.43       199

avg / total       0.68      0.65      0.66      0.66      0.65      0.43       568
",0.6496478873239436,0.3503521126760563,1.0,-1,12.10092050888282,0.1,0.6496478873239436,0.6496478873239436,0.6539540521033351,0.6496478873239436,[0.66834171 0.6395664 ],"(array([0.       , 0.3604336, 1.       ]), array([0.        , 0.66834171, 1.        ]), array([2, 1, 0]))",,0.35035211267605637,0.6496478873239436,True,"(0.6496478873239436, 0.6496478873239436, None)",,rbf,0.2943855923984921,"              precision    recall  f1-score   support

           0       0.78      0.64      0.70       369
           1       0.50      0.67      0.57       199

    accuracy                           0.65       568
   macro avg       0.64      0.65      0.64       568
weighted avg       0.68      0.65      0.66       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6496478873239436
CVS,4,1,0.7381759747245713,0.5891224532137084,0.6231155778894473,0.7046070460704607,0.6626097091781643,0.31786724709124614,0.676056338028169,124,260,109,75,369,199,0.7761194029850746,0.5321888412017167,0.7046070460704607,0.6231155778894473,0.7386363636363636,0.574074074074074,1.869557362240289,2.109446314139505,0.37688442211055273,0.6231155778894473,0.676056338028169,[0.70460705 0.62311558],"[[260 109]
 [ 75 124]]","(array([0.70460705, 0.62311558]), array([0.62311558, 0.70460705]), array([369, 199]))",0.3153129544948311,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.70      0.62      0.74      0.66      0.45       369
          1       0.53      0.62      0.70      0.57      0.66      0.43       199

avg / total       0.69      0.68      0.65      0.68      0.66      0.44       568
",[0 1 1 ... 1 1 1],0.4636574108528497,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.70      0.62      0.74      0.66      0.44       369
          1       0.53      0.62      0.70      0.57      0.66      0.44       199

avg / total       0.69      0.68      0.65      0.68      0.66      0.44       568
",0.676056338028169,0.323943661971831,1.0,-1,11.18877114926665,1.0,0.676056338028169,0.676056338028169,0.663861311979954,0.676056338028169,[0.62311558 0.70460705],"(array([0.        , 0.29539295, 1.        ]), array([0.        , 0.62311558, 1.        ]), array([2, 1, 0]))",,0.323943661971831,0.676056338028169,True,"(0.676056338028169, 0.676056338028169, None)",,rbf,0.31786724709124614,"              precision    recall  f1-score   support

           0       0.78      0.70      0.74       369
           1       0.53      0.62      0.57       199

    accuracy                           0.68       568
   macro avg       0.65      0.66      0.66       568
weighted avg       0.69      0.68      0.68       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6760563380281689
CVS,5,1,0.645408614890169,0.48809052210486104,0.5979899497487438,0.6178861788617886,0.6078566648873764,0.20671991138353019,0.6109154929577465,119,228,141,80,369,199,0.7402597402597403,0.4576923076923077,0.6178861788617886,0.5979899497487438,0.673559822747415,0.5185185185185186,1.5369918699186993,1.5649524216828827,0.40201005025125625,0.5979899497487438,0.6109154929577465,[0.61788618 0.59798995],"[[228 141]
 [ 80 119]]","(array([0.61788618, 0.59798995]), array([0.59798995, 0.61788618]), array([369, 199]))",0.20163834333977815,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.62      0.60      0.67      0.61      0.37       369
          1       0.46      0.60      0.62      0.52      0.61      0.37       199

avg / total       0.64      0.61      0.60      0.62      0.61      0.37       568
",[0 1 1 ... 1 1 1],0.4145404704998448,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.62      0.60      0.67      0.61      0.37       369
          1       0.46      0.60      0.62      0.52      0.61      0.37       199

avg / total       0.64      0.61      0.60      0.62      0.61      0.37       568
",0.6109154929577465,0.3890845070422535,1.0,-1,13.43870127907204,0.01,0.6109154929577465,0.6109154929577465,0.6079380643052662,0.6109154929577465,[0.59798995 0.61788618],"(array([0.        , 0.38211382, 1.        ]), array([0.        , 0.59798995, 1.        ]), array([2, 1, 0]))",,0.3890845070422535,0.6109154929577465,True,"(0.6109154929577465, 0.6109154929577465, None)",,rbf,0.20671991138353019,"              precision    recall  f1-score   support

           0       0.74      0.62      0.67       369
           1       0.46      0.60      0.52       199

    accuracy                           0.61       568
   macro avg       0.60      0.61      0.60       568
weighted avg       0.64      0.61      0.62       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6109154929577465
CVS,6,1,0.6207596246816739,0.46766542356940277,0.5628140703517588,0.5907859078590786,0.5766304028653251,0.1469613326305171,0.5809859154929577,112,218,151,87,369,199,0.7147540983606557,0.42585551330798477,0.5907859078590786,0.5628140703517588,0.6468842729970327,0.4848484848484848,1.351337881194904,1.3753535891377417,0.4371859296482412,0.5628140703517588,0.5809859154929577,[0.59078591 0.56281407],"[[218 151]
 [ 87 112]]","(array([0.59078591, 0.56281407]), array([0.56281407, 0.59078591]), array([369, 199]))",0.14300566748234456,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.59      0.56      0.65      0.58      0.34       369
          1       0.43      0.56      0.59      0.48      0.58      0.33       199

avg / total       0.61      0.58      0.57      0.59      0.58      0.33       568
",[0 1 1 ... 1 1 1],0.3928464889111115,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.59      0.56      0.65      0.58      0.33       369
          1       0.43      0.56      0.59      0.48      0.58      0.33       199

avg / total       0.61      0.58      0.57      0.59      0.58      0.33       568
",0.5809859154929577,0.41901408450704225,0.01,-1,14.472446340142081,0.1,0.5809859154929577,0.5809859154929577,0.5767999891054187,0.5809859154929577,[0.56281407 0.59078591],"(array([0.        , 0.40921409, 1.        ]), array([0.        , 0.56281407, 1.        ]), array([2, 1, 0]))",,0.41901408450704225,0.5809859154929577,True,"(0.5809859154929577, 0.5809859154929577, None)",,rbf,0.1469613326305171,"              precision    recall  f1-score   support

           0       0.71      0.59      0.65       369
           1       0.43      0.56      0.48       199

    accuracy                           0.58       568
   macro avg       0.57      0.58      0.57       568
weighted avg       0.61      0.58      0.59       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.5809859154929577
CVS,7,1,0.6326074818537131,0.4509188471600798,0.7035175879396985,0.4932249322493225,0.5890606205203032,0.1899133759098377,0.5669014084507042,140,182,187,59,369,199,0.7551867219917012,0.42813455657492355,0.4932249322493225,0.7035175879396985,0.5967213114754099,0.532319391634981,1.6635891782646643,1.3882245451858224,0.29648241206030146,0.7035175879396985,0.5669014084507042,[0.49322493 0.70351759],"[[182 187]
 [ 59 140]]","(array([0.49322493, 0.70351759]), array([0.70351759, 0.49322493]), array([369, 199]))",0.17135367864217,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.76      0.49      0.70      0.60      0.59      0.33       369
          1       0.43      0.70      0.49      0.53      0.59      0.37       199

avg / total       0.64      0.57      0.63      0.57      0.59      0.34       568
",[0 1 1 ... 1 1 1],0.4050734299918423,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.76      0.49      0.70      0.60      0.59      0.34       369
          1       0.43      0.70      0.49      0.53      0.59      0.35       199

avg / total       0.64      0.57      0.63      0.57      0.59      0.34       568
",0.5669014084507042,0.43309859154929575,0.01,-1,14.958958658217385,1.0,0.5669014084507042,0.5669014084507042,0.5983712600945105,0.5669014084507042,[0.70351759 0.49322493],"(array([0.        , 0.50677507, 1.        ]), array([0.        , 0.70351759, 1.        ]), array([2, 1, 0]))",,0.43309859154929575,0.5669014084507042,True,"(0.5669014084507042, 0.5669014084507042, None)",,rbf,0.1899133759098377,"              precision    recall  f1-score   support

           0       0.76      0.49      0.60       369
           1       0.43      0.70      0.53       199

    accuracy                           0.57       568
   macro avg       0.59      0.60      0.56       568
weighted avg       0.64      0.57      0.57       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.5669014084507042
CVS,8,1,0.618771363593033,0.4640216553436884,0.8190954773869347,0.2899728997289973,0.48735561013780976,0.11988810306886,0.4753521126760563,163,107,262,36,369,199,0.7482517482517482,0.3835294117647059,0.2899728997289973,0.8190954773869347,0.41796875,0.5224358974358975,1.6029057512797351,1.153611569296866,0.18090452261306533,0.8190954773869347,0.4753521126760563,[0.2899729  0.81909548],"[[107 262]
 [ 36 163]]","(array([0.2899729 , 0.81909548]), array([0.81909548, 0.2899729 ]), array([369, 199]))",0.08645200289288746,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.29      0.82      0.42      0.49      0.20       369
          1       0.38      0.82      0.29      0.52      0.49      0.28       199

avg / total       0.62      0.48      0.63      0.45      0.49      0.23       568
",[0 1 1 ... 1 1 1],0.37752748831148286,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.29      0.82      0.42      0.49      0.22       369
          1       0.38      0.82      0.29      0.52      0.49      0.25       199

avg / total       0.62      0.48      0.63      0.45      0.49      0.23       568
",0.4753521126760563,0.5246478873239436,0.01,-1,18.121064894736087,0.01,0.4753521126760563,0.4753521126760563,0.554534188557966,0.4753521126760563,[0.81909548 0.2899729 ],"(array([0.       , 0.7100271, 1.       ]), array([0.        , 0.81909548, 1.        ]), array([2, 1, 0]))",,0.5246478873239437,0.4753521126760563,True,"(0.4753521126760563, 0.4753521126760563, None)",,rbf,0.11988810306886,"              precision    recall  f1-score   support

           0       0.75      0.29      0.42       369
           1       0.38      0.82      0.52       199

    accuracy                           0.48       568
   macro avg       0.57      0.55      0.47       568
weighted avg       0.62      0.48      0.45       568
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.47535211267605626
CVSbal,0,1,0.6485568546248832,0.6207996026098292,0.6231155778894473,0.6030150753768844,0.6129829419890214,0.226176348920291,0.6130653266331658,124,120,79,75,199,199,0.6153846153846154,0.6108374384236454,0.6030150753768844,0.6231155778894473,0.6091370558375634,0.6169154228855721,1.6,1.5696202531645569,0.37688442211055273,0.6231155778894473,0.6130653266331658,[0.60301508 0.62311558],"[[120  79]
 [ 75 124]]","(array([0.60301508, 0.62311558]), array([0.62311558, 0.60301508]), array([199, 199]))",0.22613065326633164,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.60      0.62      0.61      0.61      0.37       199
          1       0.61      0.62      0.60      0.62      0.61      0.38       199

avg / total       0.61      0.61      0.61      0.61      0.61      0.38       398
",[0 1 1 ... 1 1 1],0.5690645344951357,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.62      0.60      0.62      0.61      0.61      0.37       199
          1       0.61      0.62      0.60      0.62      0.61      0.38       199

avg / total       0.61      0.61      0.61      0.61      0.61      0.38       398
",0.6130653266331658,0.3869346733668342,0.1,-1,13.364408876917663,0.1,0.6130653266331658,0.6130653266331658,0.6130653266331658,0.6130653266331658,[0.62311558 0.60301508],"(array([0.        , 0.39698492, 1.        ]), array([0.        , 0.62311558, 1.        ]), array([2, 1, 0]))",,0.3869346733668342,0.6130653266331658,True,"(0.6130653266331658, 0.6130653266331658, None)",,rbf,0.226176348920291,"              precision    recall  f1-score   support

           0       0.62      0.60      0.61       199
           1       0.61      0.62      0.62       199

    accuracy                           0.61       398
   macro avg       0.61      0.61      0.61       398
weighted avg       0.61      0.61      0.61       398
","[[ 1.35554826 -0.1476946  -0.02662271 -0.37932239 -0.00250772  0.77807388]
 [ 1.15203334 -0.43680116 -0.2271157  -0.38948653 -0.47108754  0.69589951]
 [-0.74613467 -0.03290229 -0.1268692  -0.43268415  0.19509796 -0.16008348]
 ...
 [-0.54462868 -0.24980762  1.13462471 -0.48110832  0.25120728  0.47812891]
 [ 1.34354985 -0.37300226  0.07257587 -0.48992577 -0.83350842  0.22528689]
 [ 1.62302914  1.39645887 -0.14750111 -0.45285867 -0.43096574  0.17552755]]",0.6130653266331658
